Id	SCANC_S_Iso_SRR17648045	SCANC_S_Iso_SRR17648047	SCANC_S_Iso_SRR17648051	SCANC_S_Iso_SRR17648053	SCANC_S_Iso_SRR17648055	SCANC_G_Crd_SRR17648043	SCANC_G_Crd_SRR17648049	SCANC_G_Crd_SRR17648057	SCANC_G_Crd_SRR17648059	SCANC_G_Crd_SRR17648061	norm.SCANC_S_Iso_SRR17648045	norm.SCANC_S_Iso_SRR17648047	norm.SCANC_S_Iso_SRR17648051	norm.SCANC_S_Iso_SRR17648053	norm.SCANC_S_Iso_SRR17648055	norm.SCANC_G_Crd_SRR17648043	norm.SCANC_G_Crd_SRR17648049	norm.SCANC_G_Crd_SRR17648057	norm.SCANC_G_Crd_SRR17648059	norm.SCANC_G_Crd_SRR17648061	baseMean	Isolated	Crowded	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
LOC126267760	1477	1744	1256	1732	1104	1870	1336	1171	834	1104	1421	1639	1406	1538	1363	1280	1093	1143	1198	1170	1325.1	1473	1177	0.828	-0.272	-3.759	0.000170813104199339	0.00418875438107499	0.0037	0.0539	0.0082	0.0082	TRUE	0.0486
LOC126273010	368	900	514	141	280	246	237	128	120	131	354	846	575	125	346	168	194	125	172	139	304.47	449	160	0.485	-1.045	-3.753	0.000174510996358175	0.00426007518311141	0.2278	0.066	0.1856	0.1856	TRUE	0.1538
LOC126355024	196	194	144	191	178	152	154	144	87	128	189	182	161	170	220	104	126	141	125	136	155.26	184	126	0.739	-0.436	-3.753	0.000174762969268327	0.00426007518311141	0.0078	0.0812	0.019	0.019	TRUE	0.1181
LOC126355700	7069	10991	8270	5043	5795	1440	7273	865	1108	1054	6801	10330	9258	4478	7154	986	5950	844	1592	1117	4851.02	7604	2098	0.402	-1.314	-3.751	0.000176051872341113	0.00427881232083142	0.3992	0.0512	0.2944	0.2944	TRUE	2.0171
LOC126281513	2577	3386	2250	2575	2217	2889	2323	2096	1149	1991	2479	3182	2519	2287	2737	1978	1900	2045	1651	2109	2288.8	2641	1937	0.78	-0.358	-3.75	0.000176885191594486	0.00429142954172129	0.0121	0.0523	0.0166	0.0166	TRUE	0.1634
LOC126281456	113	1089	232	132	422	165	123	112	82	45	109	1024	260	117	521	113	101	109	118	48	251.85	406	98	0.362	-1.465	-3.749	0.000177790276762938	0.00430574005373221	0.4807	0.0693	0.3548	0.3548	TRUE	0.3125
LOC126299196	325	441	220	265	281	215	227	175	149	203	313	414	246	235	347	147	186	171	214	215	248.85	311	187	0.669	-0.579	-3.748	0.000178517549660515	0.00431570125807606	0.0372	0.0695	0.0428	0.0428	TRUE	0.1839
LOC126335141	237	227	183	257	189	244	204	155	95	175	228	213	205	228	233	167	167	151	137	185	191.49	221	161	0.779	-0.361	-3.746	0.000179821033311717	0.00433953267492004	0	0.0753	0.012	0.012	TRUE	0.0662
LOC126336374	489	486	371	638	314	501	393	345	216	329	470	457	415	567	388	343	321	337	310	349	395.68	459	332	0.771	-0.375	-3.745	0.000180723752409412	0.00434239348366232	0.0097	0.0624	0.0163	0.0163	TRUE	0.2041
LOC126267390	168	234	118	162	166	128	139	103	69	116	162	220	132	144	205	88	114	101	99	123	138.63	173	105	0.678	-0.562	-3.731	0.000190650420959956	0.00454466684099833	0.0274	0.0849	0.0371	0.0371	TRUE	0.1138
LOC126336838	307	432	317	337	349	352	208	289	155	162	295	406	355	299	431	241	170	282	223	172	287.39	357	218	0.679	-0.558	-3.731	0.000190552477052744	0.00454466684099833	0.0341	0.067	0.0404	0.0404	TRUE	0.1991
LOC126336250	120	202	116	46	111	58	68	3	8	9	115	190	130	41	137	40	56	3	11	10	73.23	123	24	0.316	-1.661	-3.726	0.000194899363432961	0.00462979200892316	0.5968	0.1158	0.4509	0.4509	TRUE	0.5462
LOC126336738	2771	5577	4967	2211	2929	2462	1350	1487	1886	1148	2666	5242	5560	1963	3616	1686	1104	1451	2710	1216	2721.47	3809	1633	0.549	-0.864	-3.721	0.000198429684177377	0.00468918867851002	0.1617	0.052	0.1291	0.1291	TRUE	0.1284
LOC126365773	531	621	386	455	424	357	417	412	208	290	511	584	432	404	523	244	341	402	299	307	404.78	491	319	0.712	-0.49	-3.72	0.000199370959856967	0.00470329523434597	0.0243	0.0621	0.0311	0.0311	TRUE	0.2413
LOC126354443	522	934	498	340	399	523	330	192	140	277	502	878	558	302	493	358	270	187	201	293	404.21	547	262	0.586	-0.77	-3.719	0.000200385964542817	0.00471908946498335	0.1052	0.0621	0.0944	0.0944	TRUE	0.3133
LOC126271903	3144	2374	3381	1559	3000	1173	2363	1401	917	910	3025	2231	3785	1384	3704	803	1933	1367	1318	964	2051.4	2826	1277	0.567	-0.819	-3.713	0.000204563802367555	0.0048091858460214	0.1229	0.0526	0.1138	0.1138	TRUE	0.1628
LOC126336397	201	326	202	220	174	113	158	111	129	109	193	306	226	195	215	77	129	108	185	115	175.19	227	123	0.627	-0.672	-3.709	0.000207719777027575	0.00487499043714715	0.06	0.0777	0.0635	0.0635	TRUE	0.7469
LOC126335954	43	28	22	1	19	8	1	0	0	0	41	26	25	1	23	5	1	0	0	0	12.3	23	1	0.19	-2.395	-3.7	0.000215469988100871	0.00503956261553049	1.4998	0.4408	1.0702	1.0702	TRUE	1.0106
LOC126270537	177	212	99	112	151	99	80	41	53	103	170	199	111	99	186	68	65	40	76	109	112.48	153	72	0.579	-0.788	-3.694	0.000220714420804549	0.00515339875858006	0.0969	0.0929	0.096	0.096	TRUE	0.1751
LOC126293432	2474	2181	3017	3435	2250	2253	2299	1253	1518	1345	2380	2050	3377	3050	2778	1543	1881	1223	2181	1425	2188.76	2727	1651	0.678	-0.56	-3.687	0.000227188463125795	0.00527749526842726	0.0447	0.0524	0.046	0.046	TRUE	0.1941
LOC126278257	913	571	683	716	576	610	672	418	364	390	878	537	765	636	711	418	550	408	523	413	583.8	705	462	0.718	-0.477	-3.685	0.000229076214175287	0.00531231240988158	0.0255	0.0585	0.0311	0.0311	TRUE	0.1445
LOC126335018	357	793	416	381	555	281	342	222	245	232	343	745	466	338	685	192	280	217	352	246	386.46	515	257	0.602	-0.732	-3.683	0.000230244941605763	0.00533036552100527	0.0938	0.0627	0.0865	0.0865	TRUE	0.0892
LOC126352010	452	502	558	433	510	259	364	381	214	270	435	472	625	384	630	177	298	372	307	286	398.59	509	288	0.649	-0.624	-3.683	0.000230778007461321	0.00533366633488017	0.056	0.0623	0.0572	0.0572	TRUE	0.1837
LOC126325294	254	398	228	276	262	258	262	175	88	185	244	374	255	245	323	177	214	171	126	196	232.64	288	177	0.687	-0.541	-3.675	0.0002378464702159	0.00546007552383021	0.0319	0.0709	0.039	0.039	TRUE	0.2987
LOC126285229	76	95	55	54	47	36	61	21	20	14	73	89	62	48	58	25	50	20	29	15	46.86	66	28	0.549	-0.864	-3.674	0.000238400833071067	0.00546361909214381	0.1004	0.1527	0.1123	0.1123	TRUE	0.8914
LOC126336936	323	336	281	407	257	413	237	248	147	212	311	316	315	361	317	283	194	242	211	225	277.43	324	231	0.767	-0.382	-3.671	0.000241571866672775	0.00550856448561508	0.0096	0.0676	0.0172	0.0172	TRUE	0.1946
LOC126278511	176	194	163	222	232	203	152	146	87	100	169	182	182	197	286	139	124	142	125	106	165.44	203	127	0.698	-0.52	-3.669	0.000243952112119412	0.00555356983239841	0.0255	0.0793	0.0337	0.0337	TRUE	0.55
LOC126297394	724	748	571	821	545	849	613	615	355	442	697	703	639	729	673	581	501	600	510	468	610.19	688	532	0.813	-0.299	-3.66	0.000252039055289127	0.00571860707009	0.0047	0.0581	0.0106	0.0106	TRUE	0.0593
LOC126336611	102	145	100	129	98	85	89	82	58	80	98	136	112	115	121	58	73	80	83	85	96.1	116	76	0.712	-0.49	-3.659	0.000253212657307525	0.00573570760557791	0.0095	0.1002	0.0249	0.0249	TRUE	0.1903
LOC126334771	1034	1132	973	1136	652	1179	904	710	378	686	995	1064	1089	1009	805	807	740	693	543	727	847.12	992	702	0.763	-0.391	-3.657	0.000255315398934436	0.00576421989098423	0.0146	0.0559	0.021	0.021	TRUE	0.1848
LOC126281261	783	882	759	852	636	947	725	652	351	638	753	829	850	757	785	648	593	636	504	676	703.17	795	611	0.811	-0.303	-3.655	0.000256808735151941	0.00577883115888034	0.0057	0.0571	0.0112	0.0112	TRUE	0.1065
LOC126281676	129	213	89	120	120	81	122	64	29	68	124	200	100	107	148	55	100	62	42	72	101.01	136	66	0.599	-0.738	-3.654	0.000258194439151286	0.00579093242096455	0.0797	0.0978	0.0836	0.0836	TRUE	0.4091
LOC126355446	4823	10309	7636	4429	8576	1038	5071	778	2543	1115	4640	9689	8548	3933	10587	711	4148	759	3654	1181	4785.14	7479	2091	0.423	-1.242	-3.651	0.000260867303575309	0.00582477574884505	0.4006	0.0513	0.3044	0.3044	TRUE	0.2549
LOC126335244	286	442	196	219	207	205	214	189	92	120	275	415	219	194	256	140	175	184	132	127	211.92	272	152	0.647	-0.629	-3.646	0.000266127530464575	0.00592025397168668	0.0552	0.0729	0.0586	0.0586	TRUE	0.6926
LOC126354742	294	345	177	236	233	189	204	131	147	136	283	324	198	210	288	129	167	128	211	144	208.19	261	156	0.674	-0.57	-3.642	0.00027014116989248	0.00599002960967757	0.04	0.0733	0.0455	0.0455	TRUE	0.1767
LOC126267234	326	444	283	313	292	275	346	197	123	220	314	417	317	278	360	188	283	192	177	233	275.96	337	215	0.707	-0.501	-3.638	0.000274233469658292	0.00606071136515142	0.0286	0.0677	0.0343	0.0343	TRUE	0.3669
LOC126293207	397	440	313	368	375	354	416	243	136	205	382	414	350	327	463	242	340	237	195	217	316.8	387	246	0.708	-0.498	-3.636	0.000276769280251787	0.00608758711587627	0.0284	0.0654	0.0345	0.0345	TRUE	0.5244
LOC126355045	1537	1902	1139	1598	1203	1668	1337	893	517	1090	1479	1788	1275	1419	1485	1142	1094	871	743	1155	1245.04	1489	1001	0.735	-0.444	-3.629	0.000283971183622789	0.00622594285249385	0.0238	0.0541	0.029	0.029	TRUE	0.2468
LOC126272251	285	802	315	112	167	139	240	67	35	59	274	754	353	99	206	95	196	65	50	63	215.59	337	94	0.427	-1.228	-3.627	0.000287200106187469	0.00627658600066341	0.3934	0.0725	0.3025	0.3025	TRUE	0.4222
LOC126334708	145	836	271	61	370	75	210	64	16	42	140	786	303	54	457	51	172	62	23	44	209.26	348	70	0.345	-1.537	-3.62	0.000294467827538944	0.00639240466639752	0.6491	0.0732	0.4749	0.4749	TRUE	0.2034
LOC126354899	1933	3483	1705	1861	2540	1339	1761	1101	1216	883	1860	3274	1909	1653	3136	917	1441	1074	1747	935	1794.47	2366	1223	0.62	-0.69	-3.62	0.000294839661749062	0.00639240466639752	0.0961	0.0529	0.0826	0.0826	TRUE	0.113
LOC126284577	19441	52798	16495	13490	13856	8523	19328	3615	4879	2736	18705	49624	18466	11979	17105	5836	15811	3527	7010	2899	15096.22	23176	7017	0.455	-1.137	-3.607	0.000309232063469505	0.00665371766865209	0.3691	0.0506	0.2742	0.2742	TRUE	2.3291
LOC126336724	641	556	950	745	648	434	595	541	181	342	617	523	1064	662	800	297	487	528	260	362	559.85	733	387	0.629	-0.669	-3.604	0.000313296293112902	0.00672848123841057	0.0842	0.0588	0.0763	0.0763	TRUE	0.3488
LOC126285109	2102	1260	3156	1006	1940	602	1828	301	320	280	2022	1184	3533	893	2395	412	1495	294	460	297	1298.57	2005	592	0.448	-1.159	-3.602	0.000315186067680719	0.00675844034293711	0.3839	0.0539	0.2859	0.2859	TRUE	0.5855
LOC126278987	1566	1851	1271	1646	1512	1693	1544	1384	715	1013	1507	1740	1423	1462	1867	1159	1263	1350	1027	1073	1387.07	1600	1174	0.785	-0.349	-3.6	0.000318234281351298	0.00677650152206803	0.0128	0.0537	0.0175	0.0175	TRUE	0.106
LOC126272906	152	199	165	193	205	165	142	123	84	134	146	187	185	171	253	113	116	120	121	142	155.43	188	122	0.718	-0.477	-3.597	0.000321823034042983	0.00682574661800172	0.0192	0.0811	0.0291	0.0291	TRUE	0.3845
LOC126284897	130	156	116	98	75	118	88	61	50	64	125	147	130	87	93	81	72	60	72	68	93.31	116	71	0.685	-0.546	-3.596	0.000323435488087171	0.00684931059191111	0.0235	0.1017	0.037	0.037	TRUE	0.0996
LOC126267816	1909	2828	1664	1569	1753	1314	2099	1026	482	851	1837	2658	1863	1393	2164	900	1717	1001	693	902	1512.69	1983	1043	0.628	-0.671	-3.595	0.000324076675955089	0.00685226519639406	0.0862	0.0534	0.0791	0.0791	TRUE	0.6473
LOC126267876	299	652	400	297	164	213	239	165	151	141	288	613	448	264	202	146	196	161	217	149	268.32	363	174	0.596	-0.746	-3.594	0.000325057245177683	0.00686237544340335	0.1107	0.0681	0.1012	0.1012	TRUE	0.2469
LOC126276560	7	2	0	27	17	0	0	0	0	1	7	2	0	24	21	0	0	0	0	1	5.46	11	0	0.226	-2.146	-3.59	0.000330399324424011	0.0069643894634376	2.1444	0.9292	1.6092	1.6092	TRUE	0.1449
LOC126334584	11676	15148	10007	9075	7815	11592	8941	7240	5510	6645	11234	14237	11203	8058	9648	7937	7314	7064	7917	7040	9165.26	10876	7454	0.747	-0.421	-3.59	0.000331259697069734	0.00696657698560349	0.0238	0.0508	0.0276	0.0276	TRUE	0.2427
LOC126334577	345580	471928	255688	309641	295023	264952	316794	224041	179518	168835	332502	443557	286238	274957	364208	181407	259149	218606	257944	178871	279743.85	340292	219195	0.714	-0.485	-3.587	0.000335140927595928	0.00703178176656341	0.036	0.0503	0.0376	0.0376	TRUE	0.3116
LOC126297847	690	938	639	822	665	899	706	623	386	553	664	882	715	730	821	616	578	608	555	586	675.32	762	589	0.813	-0.298	-3.58	0.000344051952613683	0.00718563550573439	0.0062	0.0574	0.0115	0.0115	TRUE	0.0943
LOC126325127	132	790	206	105	106	160	52	71	55	24	127	743	231	93	131	110	43	69	79	25	165	265	65	0.401	-1.318	-3.576	0.00034920789449888	0.00722701610751546	0.4933	0.0794	0.3746	0.3746	TRUE	2.1044
LOC126355502	531	347	563	399	392	86	457	64	84	56	511	326	630	354	484	59	374	62	121	59	298.07	461	135	0.451	-1.15	-3.576	0.000349149937507277	0.00722701610751546	0.38	0.0664	0.2895	0.2895	TRUE	2.4647
LOC126298468	698	675	495	768	425	671	550	514	330	449	672	634	554	682	525	459	450	502	474	476	542.75	613	472	0.81	-0.304	-3.573	0.000352834247550848	0.00725033283087036	0.0059	0.0591	0.0117	0.0117	TRUE	0.0763
LOC126334525	372	507	251	349	367	379	310	222	122	242	358	477	281	310	453	259	254	217	175	256	303.98	376	232	0.697	-0.522	-3.574	0.000352225184906241	0.00725033283087036	0.0359	0.066	0.0412	0.0412	TRUE	0.09
LOC126354816	192	262	153	182	160	185	151	125	50	131	185	246	171	162	198	127	124	122	72	139	154.42	192	117	0.689	-0.538	-3.574	0.00035154762160015	0.00725033283087036	0.0308	0.0814	0.041	0.041	TRUE	0.4018
LOC126355134	73	66	73	101	154	41	49	35	30	57	70	62	82	90	190	28	40	34	43	60	69.96	99	41	0.557	-0.845	-3.573	0.00035298860330396	0.00725033283087036	0.1373	0.1189	0.1333	0.1333	TRUE	2.0186
LOC126272684	1771	354	955	338	960	353	427	223	97	446	1704	333	1069	300	1185	242	349	218	139	473	601.15	918	284	0.47	-1.088	-3.557	0.000375267969703692	0.00765159623544431	0.3555	0.0582	0.2694	0.2694	TRUE	0.0953
LOC126295162	164	357	205	203	235	167	181	135	107	126	158	336	229	180	290	114	148	132	154	133	187.46	239	136	0.661	-0.597	-3.557	0.000375325388223712	0.00765159623544431	0.0522	0.0759	0.0565	0.0565	TRUE	0.1271
LOC126291882	517	672	456	495	451	103	395	308	169	228	497	632	510	440	557	71	323	301	243	242	381.44	527	236	0.58	-0.786	-3.556	0.000376298304565407	0.00765999782721147	0.1479	0.0628	0.1253	0.1253	TRUE	1.8143
LOC126284118	59	102	48	59	71	45	35	34	30	42	57	96	54	52	88	31	29	33	43	44	52.66	69	36	0.625	-0.678	-3.55	0.000385795882205146	0.00780679400746679	0.048	0.1414	0.066	0.066	TRUE	0.1365
LOC126298614	2436	2390	1751	1633	1806	1203	2099	713	227	706	2344	2246	1960	1450	2230	824	1717	696	326	748	1454.05	2046	862	0.564	-0.826	-3.546	0.000391446446779586	0.00788608704507723	0.193	0.0536	0.1475	0.1475	TRUE	2.7038
LOC126281918	349	424	296	383	224	201	324	183	83	230	336	399	331	340	277	138	265	179	119	244	262.65	337	189	0.656	-0.607	-3.545	0.000393207355504636	0.00790989583039443	0.0605	0.0685	0.0619	0.0619	TRUE	0.2782
LOC126278032	1436	2024	1110	1570	1379	1377	1516	1141	555	923	1382	1902	1243	1394	1702	943	1240	1113	797	978	1269.47	1525	1014	0.733	-0.447	-3.541	0.000398976865518333	0.00797363256907314	0.0285	0.054	0.0322	0.0322	TRUE	0.2111
LOC126334696	103	155	13	5	79	5	3	4	0	24	99	146	15	4	98	3	2	4	0	25	39.65	72	7	0.259	-1.948	-3.541	0.000399294580660812	0.00797363256907314	1.423	0.1714	1.0049	1.0049	TRUE	0.3104
LOC126320407	550	336	703	652	467	525	473	261	162	277	529	316	787	579	577	359	387	255	233	293	431.48	558	305	0.649	-0.625	-3.535	0.000408286260510106	0.00809998186701435	0.0714	0.0614	0.0693	0.0693	TRUE	0.17
LOC126352401	677	1035	599	845	628	825	670	560	399	536	651	973	671	750	775	565	548	546	573	568	662.09	764	560	0.785	-0.349	-3.535	0.000407686749382493	0.00809998186701435	0.0123	0.0575	0.0178	0.0178	TRUE	0.2846
LOC126355933	1624	2175	1777	1936	1507	2288	1559	1355	935	1411	1563	2044	1989	1719	1860	1567	1275	1322	1343	1495	1617.8	1835	1400	0.808	-0.308	-3.531	0.000413690659819078	0.00817742506869579	0.0089	0.0532	0.014	0.014	TRUE	0.0852
LOC126292127	297	581	699	116	296	49	337	38	42	52	286	546	783	103	365	34	276	37	60	55	254.45	417	92	0.386	-1.374	-3.528	0.000419472872445605	0.0082558789117212	0.6137	0.0691	0.4483	0.4483	TRUE	0.5253
LOC126324491	61	159	72	58	35	46	33	46	12	24	59	149	81	52	43	31	27	45	17	25	52.95	77	29	0.539	-0.892	-3.525	0.000423525353874884	0.00832364432888783	0.1681	0.141	0.162	0.162	TRUE	0.7769
LOC126278682	200	207	250	178	137	162	179	55	60	107	192	195	280	158	169	111	146	54	86	113	150.46	199	102	0.628	-0.672	-3.523	0.000426473300748497	0.00836917506707832	0.0806	0.0822	0.081	0.081	TRUE	0.5531
LOC126291783	638	723	563	592	674	436	520	321	401	258	614	680	630	526	832	299	425	313	576	273	516.8	656	377	0.666	-0.586	-3.522	0.000427550309911238	0.00836917506707832	0.0601	0.0595	0.06	0.06	TRUE	0.9754
LOC126284741	55	21	23	29	7	14	11	6	0	4	53	20	26	26	9	10	9	6	0	4	16.15	27	6	0.391	-1.353	-3.519	0.000432735931566478	0.00841985767701784	0.347	0.3477	0.3475	0.3475	TRUE	0.2715
LOC126336418	174	309	228	187	167	208	177	110	46	117	167	290	255	166	206	142	145	107	66	124	166.99	217	117	0.645	-0.632	-3.519	0.000433880541421709	0.00843011993638567	0.0665	0.079	0.0691	0.0691	TRUE	0.2081
LOC126337753	1633	2538	1665	1695	1436	1317	1749	1160	963	950	1571	2385	1864	1505	1773	902	1431	1132	1384	1006	1495.3	1820	1171	0.718	-0.479	-3.509	0.000449617583755056	0.00866195567914007	0.0369	0.0535	0.0388	0.0388	TRUE	0.3735
LOC126355556	7031	4991	5734	1611	4780	891	4247	950	1085	447	6765	4691	6419	1431	5901	610	3474	927	1559	474	3225.02	5041	1409	0.45	-1.151	-3.507	0.000453626300292482	0.00872687554323241	0.4718	0.0517	0.33	0.33	TRUE	2.0705
LOC126273001	54	114	82	58	46	65	44	35	21	32	52	107	92	52	57	45	36	34	30	34	53.79	72	36	0.621	-0.687	-3.495	0.000474043469350943	0.00903062726340938	0.062	0.1395	0.0768	0.0768	TRUE	0.1705
LOC126272147	307	434	276	312	256	288	285	259	155	220	295	408	309	277	316	197	233	253	223	233	274.42	321	228	0.769	-0.38	-3.49	0.000483613639706505	0.00916182899410701	0.0132	0.0678	0.0206	0.0206	TRUE	0.2705
LOC126268217	793	798	695	795	668	858	736	401	414	541	763	750	778	706	825	587	602	391	595	573	657.05	764	550	0.777	-0.364	-3.487	0.000488854526343771	0.00918468222191137	0.0149	0.0576	0.0207	0.0207	TRUE	0.3113
LOC126272858	1144	717	775	622	521	808	580	359	325	437	1101	674	868	552	643	553	474	350	467	463	614.56	768	461	0.688	-0.539	-3.487	0.00048759735581014	0.00918468222191137	0.0508	0.0581	0.0513	0.0513	TRUE	0.3134
LOC126336700	147	222	142	161	137	120	141	104	50	123	141	209	159	143	169	82	115	101	72	130	132.23	164	100	0.696	-0.524	-3.488	0.000487459390572523	0.00918468222191137	0.0321	0.0866	0.0416	0.0416	TRUE	0.2666
