Id	SCANC_S_Iso_SRR17648044	SCANC_S_Iso_SRR17648046	SCANC_S_Iso_SRR17648050	SCANC_S_Iso_SRR17648052	SCANC_S_Iso_SRR17648054	SCANC_G_Crd_SRR17648042	SCANC_G_Crd_SRR17648048	SCANC_G_Crd_SRR17648056	SCANC_G_Crd_SRR17648058	SCANC_G_Crd_SRR17648060	norm.SCANC_S_Iso_SRR17648044	norm.SCANC_S_Iso_SRR17648046	norm.SCANC_S_Iso_SRR17648050	norm.SCANC_S_Iso_SRR17648052	norm.SCANC_S_Iso_SRR17648054	norm.SCANC_G_Crd_SRR17648042	norm.SCANC_G_Crd_SRR17648048	norm.SCANC_G_Crd_SRR17648056	norm.SCANC_G_Crd_SRR17648058	norm.SCANC_G_Crd_SRR17648060	baseMean	Isolated	Crowded	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
LOC126299011	1184	1105	688	1093	847	2815	2177	1942	2017	2059	1064	868	790	874	899	2412	2109	2283	2462	2394	1615.46	899	2332	2.568	1.361	13.735	6.27375676241178e-43	8.4419670995013e-39	0.0072	0.0776	0.0113	0.0113	TRUE	0.1288
LOC126336424	20	14	17	20	16	334	257	156	221	425	18	11	20	16	17	286	249	183	270	494	156.39	16	296	17.673	4.143	12.828	1.14810879295327e-37	7.72447595898959e-34	0.0897	0.1462	0.0979	0.0979	TRUE	0.3501
LOC126297459	66	52	42	67	37	259	309	192	193	266	59	41	48	54	39	222	299	226	236	309	153.3	48	258	5.199	2.378	12.502	7.31594777271514e-36	3.2814464409885e-32	0.0195	0.1477	0.0332	0.0332	TRUE	0.0722
LOC126335666	3	0	5	7	4	109	119	62	128	170	3	0	6	6	4	93	115	73	156	198	65.37	4	127	32.026	5.001	9.773	1.4680274551606e-22	4.93844435916025e-19	0.1809	0.252	0.2001	0.2001	TRUE	0.2137
LOC126272892	6	7	1	6	1	282	52	529	626	242	5	5	1	5	1	242	50	622	764	281	197.71	3	392	83.431	6.383	9.496	2.18233481892249e-21	5.46754328228306e-18	0.5941	0.1303	0.4762	0.4762	TRUE	0.0476
LOC126336254	86	53	104	71	79	663	336	588	555	399	77	42	119	57	84	568	325	691	677	464	310.5	76	545	6.838	2.774	9.104	8.71032715570043e-20	1.67437374581579e-16	0.1113	0.1085	0.1108	0.1108	TRUE	0.2033
LOC126272891	21	5	3	3	2	461	65	970	1073	187	19	4	3	2	2	395	63	1140	1310	217	315.59	6	625	74.238	6.214	8.24	1.72143925336178e-16	2.57374295480401e-13	0.9164	0.1079	0.7082	0.7082	TRUE	0.1451
LOC126336183	38	40	53	46	46	204	275	522	207	270	34	31	61	37	49	175	266	614	253	314	183.34	42	324	7.15	2.838	8.121	4.63349822852227e-16	6.23483521629956e-13	0.1466	0.135	0.1448	0.1448	TRUE	0.5427
LOC126336551	0	0	0	0	0	0	204	0	0	141	0	0	0	0	0	0	198	0	0	164	36.16	0	72	4238700.61	22.015	7.508	5.993876097796e-14	7.33214516108572e-11	10	0.399	7.5735	10	TRUE	0.0557
LOC126291788	27	5	63	35	25	529	396	327	257	658	24	4	72	28	27	453	384	384	314	765	245.51	31	460	13.415	3.746	7.238	4.55641309012619e-13	5.10925787839484e-10	0.3982	0.1186	0.3326	0.3326	TRUE	1.8392
LOC126272958	2	7	9	2	3	172	43	534	147	51	2	5	10	2	3	147	42	628	179	59	107.79	4	211	37.269	5.22	7.122	1.06662355709828e-12	1.10403742956265e-09	0.7596	0.1805	0.6292	0.6292	TRUE	0.766
LOC126266726	22	66	15	26	21	131	123	179	305	214	20	52	17	21	22	112	119	210	372	249	119.48	26	212	7.198	2.848	6.846	7.58058268713301e-12	6.09356409779801e-09	0.2187	0.1697	0.2104	0.2104	TRUE	0.2175
LOC126284235	386	682	244	474	456	1100	1304	2131	1121	1197	347	536	280	379	484	942	1263	2505	1368	1392	949.65	405	1494	3.415	1.772	6.612	3.78391822535581e-11	2.43497812254747e-08	0.0981	0.0827	0.0958	0.0958	TRUE	0.6225
LOC126355159	5	14	1	19	3	259	117	85	33	300	4	11	1	15	3	222	113	100	40	349	85.93	7	165	19.42	4.279	6.626	3.44972631106511e-11	2.43497812254747e-08	0.5762	0.2085	0.4921	0.4921	TRUE	0.1225
LOC126336219	5	3	8	9	14	240	188	159	146	12	4	2	9	7	15	206	182	187	178	14	80.49	7	153	17.354	4.117	6.56	5.36682665738752e-11	3.13982693486115e-08	0.5257	0.2179	0.4626	0.4626	TRUE	2.5544
LOC126350798	453	679	440	426	646	1243	1330	1440	1322	954	407	533	505	341	686	1065	1288	1693	1613	1109	924.09	494	1354	2.611	1.385	6.465	1.00994105416702e-10	5.66240284369644e-08	0.0563	0.0831	0.0594	0.0594	TRUE	0.1581
LOC126267543	445	434	532	438	518	1159	1292	777	919	1038	400	341	611	350	550	993	1252	913	1122	1207	773.84	450	1097	2.351	1.233	6.379	1.78738284891458e-10	8.53856565783797e-08	0.0436	0.0856	0.0474	0.0474	TRUE	0.425
LOC126282322	0	0	0	0	0	64	5	13	80	85	0	0	0	0	0	55	5	15	98	99	27.14	0	54	132.473	7.05	6.381	1.76265361622166e-10	8.53856565783797e-08	1.3149	0.5081	1.0284	1.0284	TRUE	0.0296
LOC126299529	319	321	317	299	249	649	470	466	425	501	287	252	364	239	264	556	455	548	519	583	406.66	281	532	1.855	0.891	6.374	1.84020811591336e-10	8.53856565783797e-08	0.015	0.0994	0.0225	0.0225	TRUE	0.3007
LOC126295297	176	218	111	150	120	321	243	229	217	245	158	171	127	120	127	275	235	269	265	285	203.35	141	266	1.84	0.88	6.335	2.37593628992433e-10	1.03130963603941e-07	0.009	0.1287	0.0196	0.0196	TRUE	0.1645
LOC126292017	0	3	0	3	4	19	49	88	59	24	0	2	0	2	4	16	47	103	72	28	27.61	2	53	23.115	4.531	6.154	7.53739716223656e-10	3.07343079439561e-07	0.485	0.5007	0.4881	0.4881	TRUE	0.1131
LOC126350814	395	614	362	462	564	1502	1039	2230	1389	910	355	482	416	369	599	1287	1006	2621	1695	1058	988.92	444	1533	3.186	1.672	6.148	7.83439949625131e-10	3.10057881239875e-07	0.1036	0.0822	0.1001	0.1001	TRUE	0.3873
LOC126335750	21	3	14	10	13	71	127	44	102	133	19	2	16	8	14	61	123	52	124	155	57.38	12	103	7.663	2.938	6.123	9.1614370786029e-10	3.42434159249113e-07	0.2687	0.2774	0.2704	0.2704	TRUE	0.1096
LOC126267732	609	427	464	976	540	1296	1962	1391	1027	1554	547	335	533	780	573	1110	1901	1635	1253	1807	1047.57	554	1541	2.63	1.395	6.057	1.38497536690376e-09	4.93490252522007e-07	0.0643	0.0816	0.0702	0.0702	TRUE	0.1726
LOC126292193	1159	1570	755	1296	1743	3086	3003	2314	2474	3332	1042	1233	867	1036	1851	2644	2909	2720	3019	3875	2119.54	1206	3033	2.405	1.266	6.056	1.39362586175953e-09	4.93490252522007e-07	0.0547	0.0758	0.0575	0.0575	TRUE	1.091
LOC126299206	29	60	23	30	7	313	99	136	100	148	26	47	26	24	7	268	96	160	122	172	94.91	26	164	5.433	2.442	6.045	1.49331641347944e-09	5.15232452814854e-07	0.2098	0.1955	0.2071	0.2071	TRUE	0.3141
LOC126282076	30	20	5	9	25	134	73	212	91	94	27	16	6	7	27	115	71	249	111	109	73.73	17	131	6.903	2.787	6.003	1.9418553828428e-09	6.53240150788318e-07	0.2743	0.2314	0.2664	0.2664	TRUE	0.672
LOC126353889	43	30	22	20	33	105	118	80	77	55	39	24	25	16	35	90	114	94	94	64	59.47	28	91	3.06	1.614	5.966	2.4363985885885e-09	7.99614131903583e-07	0.0491	0.2701	0.0781	0.0781	TRUE	0.3066
LOC126268224	13	56	26	10	42	122	243	199	209	135	12	44	30	8	45	105	235	234	255	157	112.4	28	197	6.192	2.63	5.93	3.02574920240246e-09	9.69392411131608e-07	0.2747	0.176	0.2556	0.2556	TRUE	0.2769
LOC126354789	52	21	45	51	35	126	121	201	180	127	47	16	52	41	37	108	117	236	220	148	102.16	39	166	3.852	1.945	5.922	3.17177507778314e-09	9.92544312712789e-07	0.1279	0.1866	0.1367	0.1367	TRUE	0.1058
LOC126282243	318	442	276	279	338	517	1161	710	1104	955	286	347	317	223	359	443	1125	835	1347	1110	639.19	306	972	2.933	1.552	5.816	6.01988739228655e-09	1.80008010556906e-06	0.0978	0.0888	0.0964	0.0964	TRUE	0.2033
LOC126293543	6	5	4	3	2	32	14	25	33	46	5	4	5	2	2	27	14	29	40	53	18.26	4	33	7.552	2.917	5.748	9.00816775116409e-09	2.55647350657535e-06	0	0.7213	0.2186	0.2186	TRUE	0.0779
LOC126336562	4947	5080	3580	4777	3374	8033	5283	5157	5683	6549	4447	3989	4111	3819	3582	6883	5118	6062	6936	7615	5256.16	3990	6523	1.556	0.638	5.6	2.14842731563105e-08	5.66847803120224e-06	0.0139	0.0725	0.0191	0.0191	TRUE	0.1808
LOC126266940	15	28	9	95	15	121	812	219	225	180	13	22	10	76	16	104	787	257	275	209	176.93	27	326	9.769	3.288	5.569	2.56469336167399e-08	6.6366372835933e-06	0.5644	0.1374	0.4721	0.4721	TRUE	1.0168
LOC126334545	179	165	290	125	132	639	479	653	756	456	161	130	333	100	140	547	464	768	923	530	409.56	173	646	3.357	1.747	5.543	2.97895196468892e-08	7.56316559185925e-06	0.1468	0.0992	0.1386	0.1386	TRUE	0.6668
LOC126282005	26	66	28	12	18	195	80	213	144	102	23	52	32	10	19	167	77	250	176	119	92.54	27	158	4.943	2.305	5.532	3.16468408191254e-08	7.88592389003983e-06	0.2384	0.1987	0.2314	0.2314	TRUE	0.2328
LOC126271867	11	33	4	30	7	49	183	292	70	99	10	26	5	24	7	42	177	343	85	115	83.49	14	152	8.651	3.113	5.441	5.30956062225878e-08	1.27581156666275e-05	0.4842	0.2126	0.4313	0.4313	TRUE	0.243
LOC126293406	34	38	17	74	27	162	76	265	101	240	31	30	20	59	29	139	74	312	123	279	109.4	34	185	4.68	2.226	5.437	5.4206874446411e-08	1.27966263605422e-05	0.2352	0.1789	0.2286	0.2286	TRUE	0.0714
LOC126336147	295	348	179	316	219	438	453	325	356	489	265	273	206	253	233	375	439	382	434	569	342.84	246	440	1.707	0.771	5.385	7.26022699546294e-08	1.6843726629474e-05	0.0178	0.1049	0.0258	0.0258	TRUE	0.3127
LOC126355490	200	116	275	173	248	460	731	677	705	876	180	91	316	138	263	394	708	796	860	1019	476.54	198	755	3.391	1.762	5.365	8.11519333509542e-08	1.85081426300075e-05	0.1661	0.0952	0.1534	0.1534	TRUE	0.3093
LOC126331298	5	10	6	6	14	60	82	46	60	13	4	8	7	5	15	51	79	54	73	15	31.22	8	54	5.902	2.561	5.34	9.28421944852352e-08	2.08214094832221e-05	0.2342	0.451	0.2666	0.2666	TRUE	0.2453
LOC126267207	1	0	3	8	5	38	25	29	48	159	1	0	3	6	5	33	24	34	59	185	35.04	3	67	15.941	3.995	5.296	1.18138526556577e-07	2.56398711829887e-05	0.7504	0.4095	0.6714	0.6714	TRUE	1.4774
LOC126294969	7	1	7	5	4	55	34	15	29	22	6	1	8	4	4	47	33	18	35	26	18.2	5	32	5.812	2.539	5.298	1.16781560761875e-07	2.56398711829887e-05	0.117	0.7232	0.2189	0.2189	TRUE	0.2147
LOC126281350	20	24	16	48	15	71	66	55	85	116	18	19	18	38	16	61	64	65	104	135	53.75	22	86	3.404	1.767	5.248	1.53567773160009e-07	3.17908916252474e-05	0.1158	0.2913	0.1389	0.1389	TRUE	0.3405
LOC126285161	65	124	32	85	80	204	193	422	225	166	58	97	37	68	85	175	187	496	275	193	167.09	69	265	3.366	1.751	5.228	1.71530630299375e-07	3.44494949449014e-05	0.1587	0.1414	0.1559	0.1559	TRUE	0.8947
LOC126333133	199	263	153	264	190	304	330	245	259	256	179	207	176	211	202	260	320	288	316	298	245.58	195	296	1.422	0.508	5.23	1.69410752816054e-07	3.44494949449014e-05	0.0032	0.1186	0.0117	0.0117	TRUE	0.0566
LOC126295229	87	127	62	83	89	158	251	134	144	217	78	100	71	66	94	135	243	158	176	252	137.41	82	193	2.219	1.15	5.187	2.14141677530721e-07	4.17607306210636e-05	0.047	0.1567	0.0593	0.0593	TRUE	0.0645
LOC126272290	95	58	96	92	63	295	108	286	328	449	85	46	110	74	67	253	105	336	400	522	199.76	76	323	3.661	1.872	5.172	2.3146490855376e-07	4.44941687071342e-05	0.1991	0.1297	0.1872	0.1872	TRUE	0.0965
LOC126355785	5	9	5	15	5	32	17	59	43	56	4	7	6	12	5	27	16	69	52	65	26.54	7	46	5.4	2.433	5.165	2.40624918567382e-07	4.5603505693559e-05	0.2132	0.518	0.2538	0.2538	TRUE	0.078
LOC126293173	0	3	6	2	6	103	94	87	68	3	0	2	7	2	6	88	91	102	83	3	38.53	3	73	16.232	4.021	5.159	2.48510431111589e-07	4.64438383477436e-05	0.867	0.3787	0.7505	0.7505	TRUE	1.4807
LOC126284820	2846	1848	1799	1562	1810	4854	3483	3257	2973	3160	2558	1451	2066	1249	1922	4159	3374	3829	3628	3675	2791.02	1849	3733	1.924	0.944	5.145	2.67754173094205e-07	4.86878399075085e-05	0.0418	0.0745	0.0462	0.0462	TRUE	0.5618
LOC126266700	352	447	499	417	349	1133	978	766	558	548	316	351	573	333	371	971	947	900	681	637	608.12	389	827	2.027	1.019	5.141	2.72891061099145e-07	4.89389558358651e-05	0.047	0.0898	0.0523	0.0523	TRUE	0.3828
LOC126272376	0	1	1	2	0	84	5	65	9	20	0	1	1	2	0	72	5	76	11	23	19.1	1	37	31.097	4.959	5.138	2.77336303144654e-07	4.89389558358651e-05	0.8559	0.6926	0.8227	0.8227	TRUE	0.0444
LOC126355359	0	0	0	0	0	11	10	7	14	5	0	0	0	0	0	9	10	8	17	6	5.02	0	10	33.735	5.076	5.13	2.89603250136408e-07	4.99602735107116e-05	0.0467	2.4362	0.5226	0.5226	TRUE	0.3441
LOC126291787	7	6	14	10	6	68	28	42	21	33	6	5	16	8	6	58	27	49	26	38	24.02	8	40	4.14	2.05	5.123	3.0115767795975e-07	5.06699370716092e-05	0.1083	0.5651	0.1704	0.1704	TRUE	0.2444
LOC126305058	6	8	8	14	10	113	11	233	12	412	5	6	9	11	11	97	11	274	15	479	91.78	8	175	15.114	3.918	5.074	3.9007614786982e-07	6.32393330811601e-05	0.9919	0.1997	0.8288	0.8288	TRUE	0.1337
LOC126365936	454	476	427	467	465	759	665	637	500	560	408	374	490	373	494	650	644	749	610	651	544.4	428	661	1.443	0.529	5.059	4.22529216538861e-07	6.7685156401749e-05	0.0106	0.092	0.0167	0.0167	TRUE	0.0879
LOC126272576	425	501	414	697	593	950	921	1046	711	1184	382	393	475	557	630	814	892	1230	868	1377	761.79	487	1036	2.014	1.01	5.047	4.49010550870648e-07	7.10810114413581e-05	0.0512	0.0858	0.0543	0.0543	TRUE	0.152
LOC126334847	0	2	1	1	3	195	5	1223	7	6	0	2	1	1	3	167	5	1438	9	7	163.18	1	325	73.372	6.197	5.037	4.73618669905722e-07	7.32530209454183e-05	2.6278	0.1431	1.9428	2.6278	TRUE	4.5683
LOC126354935	14	2	3	0	4	16	45	1520	63	288	13	2	3	0	4	14	44	1787	77	335	227.77	4	451	46.551	5.541	5.028	4.95393751904545e-07	7.48990823104219e-05	2.0199	0.1224	1.4776	2.0199	TRUE	1.7863
LOC126335449	5	96	87	177	66	3789	44	4644	550	4663	4	75	100	141	70	3246	43	5459	671	5422	1523.3	78	2968	24.024	4.586	4.992	5.97844940572292e-07	8.74413208732691e-05	1.3198	0.078	0.9942	1.3198	TRUE	0.0338
LOC126356230	143	55	76	143	131	294	426	200	235	443	129	43	87	114	139	252	413	235	287	515	221.4	102	340	2.954	1.563	4.983	6.24703655749832e-07	8.94256637422313e-05	0.142	0.1239	0.1391	0.1391	TRUE	0.2059
LOC126269449	6	3	3	35	0	146	34	135	109	277	5	2	3	28	0	125	33	159	133	322	81.1	8	154	14.145	3.822	4.96	7.06666969237772e-07	9.90511535214943e-05	1.0598	0.2168	0.8328	0.8328	TRUE	0.8526
LOC126335004	283	339	234	339	227	426	341	309	337	307	254	266	269	271	241	365	330	363	411	357	312.81	260	365	1.323	0.404	4.955	7.21818176339224e-07	0.000100131808049697	0.0011	0.1082	0.0083	0.0083	TRUE	0.0552
LOC126354567	4	5	2	11	3	24	15	25	34	25	4	4	2	9	3	21	15	29	41	29	15.68	4	27	4.857	2.28	4.929	8.28206603709099e-07	0.000113717837341935	0.1102	0.8281	0.2067	0.2067	TRUE	0.2827
LOC126276364	74	95	57	95	69	116	146	143	99	122	67	75	65	76	73	99	141	168	121	142	102.74	71	134	1.77	0.824	4.903	9.41652999701159e-07	0.000124224340823322	0.0154	0.1859	0.0309	0.0309	TRUE	0.1451
LOC126281215	26	36	15	26	20	53	47	54	44	45	23	28	17	21	21	45	46	63	54	52	37.13	22	52	2.167	1.116	4.892	9.99778513461616e-07	0.000129355958434034	0	0.3903	0.0428	0.0428	TRUE	0.1628
LOC126282178	54	62	40	41	51	200	84	119	74	84	49	49	46	33	54	171	81	140	90	98	81.07	46	116	2.335	1.224	4.827	1.38752525027026e-06	0.000172875368218858	0.0603	0.2168	0.078	0.078	TRUE	0.1891
LOC126272820	0	2	1	4	0	19	7	39	18	21	0	2	1	3	0	16	7	46	22	24	12.12	1	23	13.169	3.719	4.82	1.43448551832661e-06	0.00017708657921654	0.3903	1.0509	0.5198	0.5198	TRUE	0.2855
LOC126282264	2674	1320	1319	2716	2314	10437	3008	5273	6592	3596	2404	1037	1515	2171	2457	8942	2914	6199	8045	4181	3986.41	1917	6056	2.804	1.488	4.812	1.49489788122184e-06	0.000181219332339829	0.1584	0.0732	0.1426	0.1426	TRUE	0.0705
LOC126323702	17	23	32	40	40	81	147	86	52	97	15	18	37	32	42	69	142	101	63	113	63.37	29	98	2.983	1.577	4.813	1.48613476532149e-06	0.000181219332339829	0.1212	0.2578	0.1405	0.1405	TRUE	0.1125
LOC126334951	79	37	57	91	53	212	137	108	98	160	71	29	65	73	56	182	133	127	120	186	104.15	59	150	2.339	1.226	4.801	1.58181582760899e-06	0.000190043873002737	0.0677	0.1843	0.083	0.083	TRUE	0.3005
LOC126272301	0	4	0	0	2	3	118	2	61	280	0	3	0	0	2	3	114	2	74	326	52.45	1	104	40.623	5.344	4.789	1.67645886079776e-06	0.000197880968692058	2.5733	0.2968	1.8421	1.8421	TRUE	0.3149
LOC126278137	722	100	2216	371	1396	12136	8141	7571	9789	4999	649	79	2545	297	1482	10398	7886	8900	11947	5813	4999.49	1010	8989	6.807	2.767	4.773	1.81948034951897e-06	0.00020697127600171	0.6725	0.0726	0.524	0.524	TRUE	1.261
LOC126284065	386	334	355	385	305	678	442	537	603	680	347	262	408	308	324	581	428	631	736	791	481.55	330	633	1.799	0.847	4.77	1.83828352429353e-06	0.00020697127600171	0.0382	0.0949	0.0446	0.0446	TRUE	0.1925
LOC126353772	10	10	7	17	10	32	34	23	35	22	9	8	8	14	11	27	33	27	43	26	20.48	10	31	2.787	1.479	4.77	1.84576048753011e-06	0.00020697127600171	0	0.6507	0.0802	0.0802	TRUE	0.2611
LOC126365747	35	69	33	68	56	125	82	93	95	84	31	54	38	54	59	107	79	109	116	98	74.68	47	102	1.997	0.998	4.747	2.06506882907855e-06	0.000229649307141165	0.0248	0.2294	0.049	0.049	TRUE	0.3095
LOC126282256	50	35	48	95	36	107	121	123	138	114	45	27	55	76	38	92	117	145	168	133	89.62	48	131	2.451	1.293	4.725	2.30389451220428e-06	0.00025204231346521	0.0791	0.2028	0.0968	0.0968	TRUE	0.3773
LOC126354474	19	2	13	41	6	213	58	51	93	155	17	2	15	33	6	182	56	60	113	180	66.51	15	118	6.196	2.631	4.709	2.48664298656028e-06	0.000269840871186735	0.5129	0.2489	0.4581	0.4581	TRUE	0.1571
LOC126272831	35	9	46	53	11	169	110	131	163	93	31	7	53	42	12	145	107	154	199	108	85.78	29	143	3.977	1.992	4.689	2.74381062165725e-06	0.000293021553373175	0.2822	0.2088	0.2683	0.2683	TRUE	0.5332
LOC126272190	377	295	294	402	228	553	433	457	463	407	339	232	338	321	242	474	419	537	565	473	394.04	294	494	1.541	0.624	4.64	3.48082123158425e-06	0.000349536794717893	0.0208	0.1004	0.0284	0.0284	TRUE	0.1695
LOC126353822	69	40	41	147	62	414	65	285	282	576	62	31	47	118	66	355	63	335	344	670	209.05	65	353	4.306	2.106	4.634	3.5910507320234e-06	0.000355302784191962	0.3754	0.1271	0.3259	0.3259	TRUE	0.1112
LOC126292301	52	53	43	49	33	84	71	72	66	88	47	42	49	39	35	72	69	85	81	102	62.02	42	82	1.782	0.834	4.619	3.86291123016213e-06	0.000377112264030761	0	0.2619	0.0325	0.0325	TRUE	0.1845
