Id	SCANC_S_Iso_SRR17648044	SCANC_S_Iso_SRR17648046	SCANC_S_Iso_SRR17648050	SCANC_S_Iso_SRR17648052	SCANC_S_Iso_SRR17648054	SCANC_G_Crd_SRR17648042	SCANC_G_Crd_SRR17648048	SCANC_G_Crd_SRR17648056	SCANC_G_Crd_SRR17648058	SCANC_G_Crd_SRR17648060	norm.SCANC_S_Iso_SRR17648044	norm.SCANC_S_Iso_SRR17648046	norm.SCANC_S_Iso_SRR17648050	norm.SCANC_S_Iso_SRR17648052	norm.SCANC_S_Iso_SRR17648054	norm.SCANC_G_Crd_SRR17648042	norm.SCANC_G_Crd_SRR17648048	norm.SCANC_G_Crd_SRR17648056	norm.SCANC_G_Crd_SRR17648058	norm.SCANC_G_Crd_SRR17648060	baseMean	Isolated	Crowded	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
LOC126335513	439	622	498	382	373	76	215	138	48	65	395	488	572	305	396	65	208	162	59	76	272.61	431	114	0.303	-1.721	-5.038	4.69479178567218e-07	7.32530209454183e-05	0.1804	0.1138	0.1685	0.1685	TRUE	0.6426
LOC126336373	63	168	62	49	65	17	25	15	13	20	57	132	71	39	69	15	24	18	16	23	46.35	74	19	0.298	-1.745	-5.03	4.89280151693208e-07	7.48153831952705e-05	0.1212	0.3267	0.1457	0.1457	TRUE	0.4465
LOC126335355	233	323	240	193	240	119	139	107	87	81	209	254	276	154	255	102	135	126	106	94	171.06	230	113	0.518	-0.949	-5.021	5.14356300346136e-07	7.69019819717511e-05	0.0322	0.1397	0.0433	0.0433	TRUE	0.3431
LOC126336854	1746	3740	2548	2188	1605	1115	901	864	969	585	1569	2937	2926	1749	1704	955	873	1016	1183	680	1559.23	2177	941	0.46	-1.12	-5.008	5.5021142981774e-07	8.1358736259643e-05	0.0688	0.0778	0.0693	0.0693	TRUE	0.0663
LOC126337069	3939	6290	2214	3122	2428	1510	1905	1292	1046	905	3541	4939	2543	2496	2578	1294	1845	1519	1277	1052	2308.31	3219	1397	0.462	-1.114	-4.989	6.06804625105528e-07	8.77974519937633e-05	0.0761	0.0754	0.0694	0.0694	TRUE	0.5499
LOC126359007	39	180	100	6	66	8	2	3	0	0	35	141	115	5	70	7	2	4	0	0	37.84	73	3	0.051	-4.281	-4.972	6.63091242668339e-07	9.39216395931071e-05	1.1234	0.3843	0.9241	0.9241	TRUE	0.1336
LOC126335653	85	114	60	132	131	1	11	18	2	0	76	90	69	106	139	1	11	21	2	0	51.45	96	7	0.096	-3.374	-4.914	8.92589040088504e-07	0.000121319981044757	0.7613	0.3012	0.6289	0.6289	TRUE	1.7548
LOC126312744	169	146	124	226	109	84	84	53	44	34	152	115	142	181	116	72	81	62	54	40	101.42	141	62	0.469	-1.092	-4.907	9.25153864114687e-07	0.000123256142529973	0.0406	0.1874	0.0581	0.0581	TRUE	0.2551
LOC126355929	1455	185	66	1604	1263	99	78	105	16	51	1308	145	76	1282	1341	85	76	123	20	59	451.47	830	73	0.114	-3.133	-4.907	9.22994515844948e-07	0.000123256142529973	0.7684	0.0965	0.6088	0.6088	TRUE	0.0457
LOC126295127	103	270	107	123	146	63	51	51	39	25	93	212	123	98	155	54	49	60	48	29	92.08	136	48	0.388	-1.365	-4.893	9.91190373009365e-07	0.000129355958434034	0.0841	0.1993	0.0987	0.0987	TRUE	0.2568
LOC126267627	164	178	85	141	101	39	78	44	27	30	147	140	98	113	107	33	76	52	33	35	83.33	121	46	0.412	-1.279	-4.87	1.1183161081723e-06	0.00014331487191968	0.0644	0.2129	0.0841	0.0841	TRUE	0.6598
LOC126356195	4157	5048	3581	4168	3905	3450	3113	2010	2171	2155	3737	3964	4113	3332	4146	2956	3016	2363	2650	2506	3278.08	3858	2698	0.747	-0.421	-4.839	1.30222259104692e-06	0.000165308558350258	0.0089	0.0738	0.0133	0.0133	TRUE	0.0725
LOC126299078	16765	10603	12341	13450	11654	5205	8282	3847	4515	2897	15070	8326	14173	10752	12373	4460	8023	4522	5510	3369	8657.73	12139	5177	0.458	-1.126	-4.827	1.38394532876358e-06	0.000172875368218858	0.0826	0.0716	0.0778	0.0778	TRUE	0.4455
LOC126323496	1096	1560	909	1207	1064	981	812	637	625	630	985	1225	1044	965	1130	841	787	749	763	733	921.99	1070	775	0.766	-0.385	-4.791	1.65675398223218e-06	0.000197285677742622	0.0058	0.0831	0.0102	0.0102	TRUE	0.0824
LOC126281638	59	22	62	37	39	12	6	10	6	3	53	17	71	30	41	10	6	12	7	3	25.12	42	8	0.228	-2.134	-4.781	1.74712938252339e-06	0.00020442933018465	0.1868	0.5435	0.2345	0.2345	TRUE	0.0858
LOC126297678	458	952	442	351	498	196	237	202	130	89	412	748	508	281	529	168	230	237	159	103	337.33	496	179	0.4	-1.323	-4.778	1.77189059081802e-06	0.00020553930853489	0.1095	0.1054	0.1089	0.1089	TRUE	0.1566
LOC126266756	2957	3171	2729	3320	2347	2427	1897	1653	1727	1535	2658	2490	3134	2654	2492	2079	1838	1943	2108	1785	2318.08	2686	1951	0.768	-0.381	-4.77	1.83971276425931e-06	0.00020697127600171	0.007	0.0753	0.0108	0.0108	TRUE	0.1071
LOC126272779	1139	1231	899	1271	908	1003	858	659	652	674	1024	967	1032	1016	964	859	831	775	796	784	904.76	1001	809	0.827	-0.274	-4.741	2.13189494830804e-06	0.000235137528069122	4e-04	0.0833	0.0038	0.0038	TRUE	0.0154
LOC126278246	2500	3405	2000	3028	2012	2197	1893	1455	1499	1426	2247	2674	2297	2421	2136	1882	1834	1710	1829	1658	2068.87	2355	1783	0.79	-0.34	-4.69	2.7379146899708e-06	0.000293021553373175	0.0046	0.076	0.0083	0.0083	TRUE	0.0714
LOC126281261	878	1265	764	986	853	781	649	559	484	480	789	993	877	788	906	669	629	657	591	558	745.76	871	621	0.76	-0.396	-4.687	2.776799374106e-06	0.000294209546283231	0.0066	0.0862	0.0116	0.0116	TRUE	0.0774
LOC126325841	29	89	13	30	34	7	7	3	3	0	26	70	15	24	36	6	7	4	4	0	19.09	34	4	0.158	-2.665	-4.677	2.91599815448539e-06	0.000306544305990276	0.304	0.6928	0.3729	0.3729	TRUE	0.4028
LOC126292040	99	237	124	82	117	21	45	39	38	24	89	186	142	66	124	18	44	46	46	28	78.9	121	36	0.343	-1.542	-4.673	2.97349500758216e-06	0.000310165494744384	0.1371	0.2209	0.1491	0.1491	TRUE	0.1076
LOC126356148	74	152	153	42	45	21	20	2	2	4	67	119	176	34	48	18	19	2	2	5	48.98	89	9	0.144	-2.795	-4.669	3.01992108410624e-06	0.000312585062367181	0.5639	0.3129	0.5077	0.5077	TRUE	0.1348
LOC126282019	12	6	340	279	1	2	2	0	3	0	11	5	390	223	1	2	2	0	4	0	63.74	126	2	0.028	-5.146	-4.657	3.21147235521377e-06	0.000329874595509591	2.5682	0.2567	1.9172	1.9172	TRUE	0.1396
LOC126278159	40	26	47	74	41	5	15	5	11	3	36	20	54	59	44	4	15	6	13	3	25.46	43	8	0.244	-2.036	-4.654	3.25833419678622e-06	0.000332152613272389	0.1768	0.537	0.2328	0.2328	TRUE	0.2114
LOC126336104	96	155	101	69	120	21	54	15	28	23	86	122	116	55	127	18	52	18	34	27	65.54	101	30	0.341	-1.553	-4.643	3.43536058387842e-06	0.000347565503884721	0.1335	0.2516	0.1507	0.1507	TRUE	0.5508
LOC126293489	469	543	308	468	365	230	263	234	211	253	422	426	354	374	388	197	255	275	258	294	324.19	393	256	0.707	-0.5	-4.637	3.53075936428788e-06	0.000351925170413761	0.0104	0.1069	0.0184	0.0184	TRUE	0.1974
LOC126353787	971	1283	792	1123	816	875	720	615	533	539	873	1008	910	898	866	750	697	723	650	627	800.13	911	689	0.791	-0.338	-4.618	3.86753065073164e-06	0.000377112264030761	0.0034	0.0851	0.0078	0.0078	TRUE	0.0439
LOC126278146	648	839	427	670	548	423	441	314	275	368	582	659	490	536	582	362	427	369	336	428	477.14	570	384	0.731	-0.452	-4.615	3.92772872193647e-06	0.000380226745916382	0.0091	0.0951	0.016	0.016	TRUE	0.0931
LOC126320451	790	653	388	1086	355	213	141	277	138	231	710	513	446	868	377	182	137	326	168	269	399.53	583	216	0.413	-1.276	-4.585	4.53977644943788e-06	0.000421291254507835	0.1217	0.1	0.1138	0.1138	TRUE	0.149
LOC126365864	596	1018	450	581	400	350	314	290	225	214	536	799	517	464	425	300	304	341	275	249	420.95	548	294	0.58	-0.787	-4.586	4.51989058311591e-06	0.000421291254507835	0.037	0.0984	0.0437	0.0437	TRUE	0.7956
LOC126283678	125	345	142	72	101	53	54	19	26	24	112	271	163	58	107	45	52	22	32	28	89.08	142	36	0.305	-1.714	-4.576	4.74232379397114e-06	0.000434100061031807	0.2069	0.2036	0.2065	0.2065	TRUE	0.2534
LOC126299614	19123	26255	15594	18027	17147	10794	14220	8005	9799	9019	17190	20618	17909	14410	18205	9248	13775	9410	11959	10487	14321.06	17666	10976	0.68	-0.556	-4.568	4.92899865451929e-06	0.0004481392290217	0.0229	0.071	0.0271	0.0271	TRUE	0.2536
LOC126334805	563	105	1200	563	490	81	107	16	120	50	506	82	1378	450	520	69	104	19	146	58	333.34	587	79	0.181	-2.468	-4.55	5.3557933346987e-06	0.000477268576898714	0.5847	0.1059	0.4765	0.4765	TRUE	0.2982
LOC126354732	659	752	400	614	401	375	342	301	246	319	592	591	459	491	426	321	331	354	300	371	423.64	512	335	0.716	-0.483	-4.529	5.9367165236019e-06	0.00051873024377654	0.0126	0.0983	0.0194	0.0194	TRUE	0.0849
LOC126267547	36	2140	188	1	5	3	7	3	2	5	32	1681	216	1	5	3	7	4	2	6	195.6	387	4	0.03	-5.061	-4.523	6.08923665872188e-06	0.000527604760438279	2.3644	0.131	1.8103	2.3644	TRUE	3.5489
LOC126285167	38	22	1	181	197	5	1	4	4	3	34	17	1	145	209	4	1	5	5	3	42.47	81	4	0.072	-3.8	-4.519	6.21700097972806e-06	0.000529468134071017	1.1944	0.3501	1.0266	1.0266	TRUE	0.0884
LOC126355506	163	79	207	111	58	17	43	9	25	7	147	62	238	89	62	15	42	11	31	8	70.2	120	21	0.23	-2.122	-4.519	6.20950214120399e-06	0.000529468134071017	0.3584	0.2395	0.337	0.337	TRUE	0.2443
LOC126336602	3737	3835	4361	3831	2837	1938	2589	1107	1423	1348	3359	3012	5008	3062	3012	1660	2508	1301	1737	1567	2622.74	3491	1755	0.546	-0.873	-4.516	6.28765530561155e-06	0.000532117545863579	0.0549	0.0747	0.0575	0.0575	TRUE	0.7318
LOC126267760	1598	2097	1240	1912	1193	1261	1164	997	837	851	1436	1647	1424	1528	1267	1080	1128	1172	1021	990	1269.33	1460	1078	0.78	-0.358	-4.487	7.22283936460951e-06	0.000596260898712795	0.006	0.0796	0.0106	0.0106	TRUE	0.0673
LOC126312749	138	167	92	216	103	67	78	51	23	30	124	131	106	173	109	57	76	60	28	35	89.87	129	51	0.444	-1.171	-4.465	7.99940168086401e-06	0.000644550592920395	0.0734	0.2025	0.0915	0.0915	TRUE	0.4833
LOC126271968	365	540	384	188	267	116	161	46	98	39	328	424	441	150	283	99	156	54	120	45	210.13	325	95	0.346	-1.533	-4.452	8.50854310069666e-06	0.000677461277887422	0.1962	0.1268	0.184	0.184	TRUE	0.2358
LOC126282195	1151	1560	796	1348	886	820	768	612	418	440	1035	1225	914	1078	941	703	744	719	510	512	837.98	1039	638	0.677	-0.563	-4.453	8.46341370632973e-06	0.000677461277887422	0.0222	0.0844	0.0287	0.0287	TRUE	0.1481
LOC126273152	1652	3428	1112	1702	1342	848	1118	459	512	511	1485	2692	1277	1361	1425	727	1083	540	625	594	1180.75	1648	714	0.478	-1.066	-4.438	9.06399699105266e-06	0.000709099671579097	0.0891	0.0803	0.0878	0.0878	TRUE	1.5507
LOC126266969	250	909	25	585	172	24	27	61	33	50	225	714	29	468	183	21	26	72	40	58	183.43	324	43	0.185	-2.438	-4.422	9.78373504925429e-06	0.000748011016038442	0.6037	0.135	0.5038	0.5038	TRUE	0.1103
LOC126294990	1134	2841	1296	923	375	349	389	333	257	344	1019	2231	1488	738	398	299	377	391	314	400	765.56	1175	356	0.357	-1.485	-4.415	1.0090974174123e-05	0.000757556734077686	0.203	0.0857	0.1808	0.1808	TRUE	0.1591
LOC126273222	805	5212	2742	424	792	274	351	271	103	372	724	4093	3149	339	841	235	340	319	126	433	1059.69	1829	291	0.216	-2.214	-4.379	1.19031192438836e-05	0.000865774986733502	0.5491	0.0814	0.4395	0.4395	TRUE	0.0918
LOC126309739	319	475	257	371	281	245	250	178	159	176	287	373	295	297	298	210	242	209	194	205	260.98	310	212	0.745	-0.425	-4.372	1.23103547710161e-05	0.000885658316228243	0.0069	0.1158	0.0148	0.0148	TRUE	0.1559
LOC126356345	75	25	111	11	9	1	7	2	1	3	67	20	127	9	10	1	7	2	1	3	24.76	47	3	0.101	-3.313	-4.364	1.27886598320522e-05	0.000900964432984784	0.8587	0.5503	0.8062	0.8062	TRUE	0.2038
LOC126354916	2540	2758	1645	1555	2152	675	1343	804	694	432	2283	2166	1889	1243	2285	578	1301	945	847	502	1403.97	1973	835	0.471	-1.085	-4.36	1.30008407108466e-05	0.00091114225315183	0.0965	0.0787	0.0964	0.0964	TRUE	1.0137
LOC126278257	933	748	688	816	734	511	544	369	436	419	839	587	790	652	779	438	527	434	532	487	606.56	729	484	0.729	-0.457	-4.358	1.31449997252969e-05	0.000911748022183483	0.0144	0.0898	0.0205	0.0205	TRUE	0.1456
LOC126319888	2204	2613	1694	2497	1707	1878	1599	1382	1252	1124	1981	2052	1945	1996	1812	1609	1549	1625	1528	1307	1740.45	1957	1524	0.808	-0.307	-4.351	1.35382603145205e-05	0.000934209388677883	0.0038	0.077	0.0077	0.0077	TRUE	0.0769
LOC126365952	70	79	0	46	69	3	0	0	0	0	63	62	0	37	73	3	0	0	0	0	23.76	47	1	0.038	-4.731	-4.332	1.48096791447083e-05	0.00100645981096563	2.5015	0.5706	1.6599	1.6599	TRUE	0.9595
LOC126282077	1196	1836	1217	2046	1832	534	679	908	635	455	1075	1442	1398	1636	1945	458	658	1067	775	529	1098.17	1499	697	0.516	-0.956	-4.316	1.58943478515144e-05	0.00106937172344989	0.0807	0.081	0.0776	0.0776	TRUE	0.4183
LOC126334679	1161	2813	1204	1499	1064	894	860	483	469	623	1044	2209	1383	1198	1130	766	833	568	572	724	1042.69	1393	693	0.551	-0.86	-4.299	1.71462022528416e-05	0.00114217474016949	0.0622	0.0816	0.0648	0.0648	TRUE	1.3256
LOC126273001	48	135	63	62	68	28	31	25	17	25	43	106	72	50	72	24	30	29	21	29	47.65	69	27	0.441	-1.181	-4.295	1.7444219895779e-05	0.00115063442606668	0.0677	0.3197	0.0945	0.0945	TRUE	0.2431
LOC126336449	355	221	275	321	377	190	103	47	120	74	319	174	316	257	400	163	100	55	146	86	201.56	293	110	0.431	-1.214	-4.282	1.84910763880843e-05	0.00120200929409692	0.1226	0.1292	0.1236	0.1236	TRUE	0.1921
LOC126281925	566	816	434	615	565	482	415	268	276	243	509	641	498	492	600	413	402	315	337	283	448.89	548	350	0.71	-0.494	-4.271	1.94500523412707e-05	0.00125224834595281	0.0176	0.0967	0.025	0.025	TRUE	0.1338
LOC126267473	397	258	383	166	205	91	152	77	50	65	357	203	440	133	218	78	147	91	61	76	180.2	270	91	0.395	-1.34	-4.257	2.06842925474368e-05	0.0012946564258551	0.1603	0.1362	0.1565	0.1565	TRUE	0.1129
LOC126272949	265	11876	283	525	1363	60	62	210	119	86	238	9326	325	420	1447	51	60	247	145	100	1235.95	2351	121	0.091	-3.464	-4.258	2.05963874127172e-05	0.0012946564258551	1.2112	0.0798	0.9225	1.2112	TRUE	3.6859
LOC126282405	468	609	439	584	591	335	354	221	278	311	421	478	504	467	627	287	343	260	339	362	408.8	499	318	0.708	-0.497	-4.257	2.07285901478804e-05	0.0012946564258551	0.0179	0.0993	0.0254	0.0254	TRUE	0.2421
LOC126298946	2409	2855	1871	2604	1897	2173	1914	1477	1369	1437	2165	2242	2149	2082	2014	1862	1854	1736	1671	1671	1944.56	2130	1759	0.842	-0.248	-4.249	2.14256943794847e-05	0.00131645727657693	0.0016	0.0763	0.0045	0.0045	TRUE	0.0134
LOC126336360	98	195	70	79	140	25	57	30	19	36	88	153	80	63	149	21	55	35	23	42	71.04	107	35	0.392	-1.351	-4.243	2.20512880050363e-05	0.00134869964045045	0.1352	0.2375	0.1495	0.1495	TRUE	0.0929
LOC126297486	474	511	301	412	304	328	234	225	173	196	426	401	346	329	323	281	227	264	211	228	303.64	365	242	0.733	-0.448	-4.235	2.28164824004545e-05	0.00136452705413562	0.0119	0.1094	0.0199	0.0199	TRUE	0.1025
LOC126266702	1805	2431	1232	1845	1257	1257	1268	705	714	744	1623	1909	1415	1475	1335	1077	1228	829	871	865	1262.64	1551	974	0.701	-0.513	-4.229	2.35094272779063e-05	0.00139526086502916	0.0252	0.0796	0.0294	0.0294	TRUE	0.2594
LOC126282443	7	4	9	15	5	0	0	0	0	0	6	3	10	12	5	0	0	0	0	0	3.71	7	0	0.061	-4.034	-4.223	2.41355133244068e-05	0.00141819854713195	0.1827	3.2769	0.784	0.784	TRUE	0.0509
LOC126334775	191	508	129	161	202	71	91	74	19	45	172	399	148	129	214	61	88	87	23	52	137.34	212	62	0.359	-1.478	-4.216	2.48848256296225e-05	0.00144700126815656	0.2126	0.1568	0.2004	0.2004	TRUE	0.808
LOC126351630	1552	1712	1306	1870	1196	1282	1167	940	825	1017	1395	1344	1500	1495	1270	1098	1130	1105	1007	1183	1252.73	1401	1105	0.817	-0.292	-4.215	2.50165586801459e-05	0.00144700126815656	0.0031	0.0797	0.0071	0.0071	TRUE	0.033
LOC126298478	17372	19588	18917	16847	15045	5439	12413	6374	5446	3403	15616	15382	21725	13467	15973	4660	12024	7493	6646	3957	11694.38	16433	6956	0.48	-1.06	-4.211	2.5443337372575e-05	0.0014578174569147	0.122	0.0712	0.1041	0.1041	TRUE	1.9407
LOC126336739	559	605	279	194	364	184	125	160	95	134	502	475	320	155	386	158	121	188	116	156	257.81	368	148	0.459	-1.124	-4.211	2.5459802495166e-05	0.0014578174569147	0.1118	0.1163	0.1125	0.1125	TRUE	0.2389
LOC126291785	191	173	92	196	139	56	91	39	76	41	172	136	106	157	148	48	88	46	93	48	103.99	144	65	0.505	-0.986	-4.208	2.57222651347367e-05	0.00146041687617307	0.0631	0.1845	0.0792	0.0792	TRUE	0.3891
LOC126297847	728	1041	545	839	563	572	513	416	413	365	654	817	626	671	598	490	497	489	504	424	577.07	673	481	0.77	-0.377	-4.209	2.56869315586181e-05	0.00146041687617307	0.0086	0.0908	0.0142	0.0142	TRUE	0.1758
LOC126277931	1958	2470	1484	2344	1579	1538	1629	1134	994	1013	1760	1940	1704	1874	1676	1318	1578	1333	1213	1178	1557.4	1791	1324	0.786	-0.347	-4.192	2.75917394670619e-05	0.00153990170288841	0.0082	0.0778	0.0123	0.0123	TRUE	0.1417
LOC126335319	2595	3143	1930	2705	1980	2245	1894	1307	1392	1341	2333	2468	2216	2162	2102	1924	1835	1536	1699	1559	1983.45	2256	1711	0.798	-0.326	-4.192	2.76944271773927e-05	0.00153990170288841	0.0063	0.0762	0.0104	0.0104	TRUE	0.0602
LOC126335941	9	24	23	3	5	0	0	0	1	0	8	19	26	2	5	0	0	0	1	0	6.23	12	0	0.062	-4.018	-4.161	3.16930747056366e-05	0.00174066127852672	0.7173	1.9789	0.9673	0.9673	TRUE	0.236
LOC126267101	96	111	6	88	82	5	5	20	7	6	86	87	7	70	87	4	5	24	9	7	38.59	67	10	0.211	-2.242	-4.137	3.51867750626902e-05	0.00190149897688177	0.5227	0.3782	0.4973	0.4973	TRUE	1.8619
LOC126267553	952	20136	2020	788	1405	389	498	109	344	720	856	15812	2320	630	1492	333	482	128	420	837	2331.05	4222	440	0.167	-2.58	-4.132	3.59741141452481e-05	0.00193627071975383	0.9764	0.0753	0.7472	0.7472	TRUE	5.3506
LOC126284606	23	852	74	21	170	20	19	1	0	1	21	669	85	17	180	17	18	1	0	1	100.99	194	7	0.084	-3.573	-4.126	3.6923205258463e-05	0.00197943685242182	1.9434	0.1879	1.4627	1.4627	TRUE	0.8107
LOC126353902	1162	1173	1185	1261	1236	1011	727	628	562	643	1045	921	1361	1008	1312	866	704	738	686	748	938.91	1129	748	0.737	-0.44	-4.111	3.93699553794624e-05	0.00207770514671823	0.018	0.0829	0.0238	0.0238	TRUE	0.1043
LOC126282222	1035	1326	912	1343	1059	1019	909	683	645	671	930	1041	1047	1074	1124	873	881	803	787	780	934.08	1043	825	0.82	-0.286	-4.074	4.63107669982286e-05	0.00238757732079756	0.0031	0.0829	0.0071	0.0071	TRUE	0.045
