Id	SCANC_S_Iso_SRR17648045	SCANC_S_Iso_SRR17648047	SCANC_S_Iso_SRR17648051	SCANC_S_Iso_SRR17648053	SCANC_S_Iso_SRR17648055	SCANC_G_Crd_SRR17648043	SCANC_G_Crd_SRR17648049	SCANC_G_Crd_SRR17648057	SCANC_G_Crd_SRR17648059	SCANC_G_Crd_SRR17648061	norm.SCANC_S_Iso_SRR17648045	norm.SCANC_S_Iso_SRR17648047	norm.SCANC_S_Iso_SRR17648051	norm.SCANC_S_Iso_SRR17648053	norm.SCANC_S_Iso_SRR17648055	norm.SCANC_G_Crd_SRR17648043	norm.SCANC_G_Crd_SRR17648049	norm.SCANC_G_Crd_SRR17648057	norm.SCANC_G_Crd_SRR17648059	norm.SCANC_G_Crd_SRR17648061	baseMean	Isolated	Crowded	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
LOC126266738	0	0	0	0	0	0	8	3	19	2	0	0	0	0	0	0	7	3	27	2	3.89	0	8	2.124	1.087	3.132	0.00173639076030798	0.0226960396124849	3.6176	1.2851	2.4422	2.4422	TRUE	1.0303
LOC126266871	7	26	17	27	28	109	196	139	95	46	7	24	19	24	35	75	160	136	137	49	66.46	22	111	4.664	2.221	5.521	3.36944741326266e-08	5.6125953924091e-06	0.2161	0.1225	0.1912	0.1912	TRUE	0.1243
LOC126266940	61	21	47	113	29	198	752	334	124	185	59	20	53	100	36	136	615	326	178	196	171.8	54	290	4.775	2.256	5.108	3.26299187984373e-07	3.48196922553011e-05	0.3336	0.0782	0.2626	0.2626	TRUE	0.4443
LOC126266964	32	24	27	29	20	11	11	11	9	10	31	23	30	26	25	8	9	11	13	11	18.48	27	10	0.442	-1.177	-4.446	8.76348134999535e-06	0.000446643252834278	0	0.3101	0.0583	0.0583	TRUE	0.1098
LOC126266969	118	1100	505	184	80	110	164	64	54	43	114	1034	565	163	99	75	134	62	78	46	237	395	79	0.293	-1.773	-3.899	9.66595619257062e-05	0.00277946123820947	0.565	0.0705	0.418	0.418	TRUE	0.2611
LOC126267091	4	3	3	0	6	10	23	15	12	34	4	3	3	0	7	7	19	15	17	36	11.1	3	19	3.189	1.673	3.651	0.000261012611036154	0.00582477574884505	0.3225	0.4829	0.3686	0.3686	TRUE	0.2602
LOC126267101	112	126	23	121	113	36	39	27	20	30	108	118	26	107	139	25	32	26	29	32	64.23	100	29	0.337	-1.571	-4.71	2.47517492310381e-06	0.000170749567043813	0.1617	0.125	0.1532	0.1532	TRUE	0.6778
LOC126267197	228	802	264	237	122	115	177	116	70	84	219	754	296	210	151	79	145	113	101	89	215.61	326	105	0.422	-1.245	-4.02	5.81488427208722e-05	0.00188212095432321	0.2325	0.0725	0.1915	0.1915	TRUE	1.6749
LOC126267259	212	1157	537	211	227	39	109	58	17	61	204	1087	601	187	280	27	89	57	24	65	262.17	472	52	0.128	-2.968	-6.105	1.02531896961677e-09	2.7731557937238e-07	0.4147	0.0686	0.3134	0.3134	TRUE	0.2621
LOC126267330	45	130	39	32	35	13	49	10	4	8	43	122	44	28	43	9	40	10	6	8	35.37	56	15	0.487	-1.038	-3.292	0.000995790259310216	0.0152536875374826	0.4311	0.186	0.3683	0.3683	TRUE	3.4336
LOC126267332	161	303	146	121	81	52	79	53	72	37	155	285	163	107	100	36	65	52	103	39	110.52	162	59	0.464	-1.109	-3.994	6.5057952951833e-05	0.00204752668057393	0.1702	0.0937	0.1518	0.1518	TRUE	0.5275
LOC126267358	27	31	18	60	33	59	182	228	135	69	26	29	20	53	41	40	149	222	194	73	84.81	34	136	3.241	1.697	4.374	1.21837530999105e-05	0.000566047223100946	0.2739	0.1069	0.232	0.232	TRUE	0.0633
LOC126267420	7	4	15	2	3	137	54	136	93	175	7	4	17	2	4	94	44	133	134	185	62.25	7	118	15.06	3.913	7.767	8.01133566707448e-15	6.07926854869835e-12	0.3369	0.1274	0.2658	0.2658	TRUE	0.3875
LOC126267451	45	227	23	63	14	44	11	12	2	2	43	213	26	56	17	30	9	12	3	2	41.15	71	11	0.351	-1.509	-3.42	0.000626948936368893	0.0110228724827773	0.8674	0.167	0.6676	0.6676	TRUE	1.6682
LOC126267499	2	0	2	5	2	70	0	53	59	40	2	0	2	4	2	48	0	52	85	42	23.79	2	45	10.683	3.417	4.452	8.50536475088537e-06	0.000438395385405069	1.3069	0.2522	0.9052	0.9052	TRUE	0.1008
LOC126267550	403	64	172	2064	147	7403	255	6858	5724	6675	388	60	193	1833	181	5069	209	6692	8225	7072	2992.01	531	5453	3.535	1.822	3.465	0.000530241989160201	0.00971134224792983	1.1285	0.0519	0.8064	1.1285	TRUE	2.2975
LOC126267553	378	3193	360	239	125	65	62	10	33	20	364	3001	403	212	154	45	51	10	47	21	430.79	827	35	0.068	-3.872	-5.301	1.15133870728863e-07	1.45680415791354e-05	0.8793	0.0614	0.6163	0.8793	TRUE	6.7186
LOC126267627	185	163	112	172	112	66	66	58	20	72	178	153	125	153	138	45	54	57	29	76	100.84	149	52	0.376	-1.413	-6.576	4.82314688520373e-11	1.66230461602372e-08	0.0356	0.0979	0.0508	0.0508	TRUE	0.517
LOC126267655	576	781	13	545	363	7	11	3	17	7	554	734	15	484	448	5	9	3	24	7	228.34	447	10	0.037	-4.755	-6.476	9.40043940123921e-11	2.98606050654713e-08	0.8295	0.0713	0.5776	0.8295	TRUE	0.3975
LOC126267838	12	0	5	11	3	0	0	0	0	0	12	0	6	10	4	0	0	0	0	0	3.06	6	0	0.322	-1.633	-3.372	0.00074616905738131	0.0125237971166859	1.7461	1.619	1.6786	1.6786	TRUE	0.0556
LOC126267904	59	105	90	88	88	55	60	34	24	29	57	99	101	78	109	38	49	33	34	31	62.81	89	37	0.474	-1.076	-5.055	4.29736979810119e-07	4.31601279943119e-05	0.0366	0.1267	0.0539	0.0539	TRUE	0.2571
LOC126268023	38	3	28	114	56	260	164	168	235	166	37	3	31	101	69	178	134	164	338	176	123.07	48	198	2.377	1.249	3.477	0.000507016631090903	0.00942223151574237	0.543	0.0893	0.3986	0.3986	TRUE	1.6395
LOC126268096	9	8	11	14	5	41	47	27	27	34	9	8	12	12	6	28	38	26	39	36	21.48	9	33	3.175	1.667	5.416	6.10846574681775e-08	8.69120142039413e-06	0	0.2739	0.0662	0.0662	TRUE	0.1135
LOC126268219	27	14	15	53	18	138	33	88	86	49	26	13	17	47	22	94	27	86	124	52	50.8	25	77	2.012	1.009	3.512	0.000445554314449178	0.00860795810616877	0.248	0.1448	0.223	0.223	TRUE	0.1626
LOC126268224	5	45	44	21	32	451	566	364	284	287	5	42	49	19	40	309	463	355	408	304	199.36	31	368	10.798	3.433	8.568	1.04848430215685e-17	1.02294622022575e-14	0.2527	0.0743	0.1917	0.1917	TRUE	0.7643
LOC126269449	4	2	2	21	2	152	15	85	51	173	4	2	2	19	2	104	12	83	73	183	48.49	6	91	11.114	3.474	5.364	8.12758502974621e-08	1.05728270401241e-05	0.7405	0.1493	0.557	0.557	TRUE	0.4399
LOC126271849	21993	18837	23015	29811	18125	9371	12905	5085	9985	9027	21161	17705	25765	26472	22375	6416	10557	4962	14347	9564	15932.26	22696	9169	0.461	-1.117	-4.89	1.00689489071682e-06	8.38608372701286e-05	0.0928	0.0506	0.0858	0.0858	TRUE	0.8514
LOC126271867	64	91	33	63	50	623	1107	298	531	720	62	86	37	56	62	427	906	291	763	763	345.04	61	630	9.793	3.292	10.238	1.33374248959513e-24	2.60251266648283e-21	0.1404	0.0642	0.1217	0.1217	TRUE	0.0681
LOC126271910	27	14	26	10	18	138	57	45	56	27	26	13	29	9	22	94	47	44	80	29	39.34	20	59	2.112	1.079	3.693	0.000221661907297008	0.00516668940575057	0.1881	0.1723	0.1844	0.1844	TRUE	0.0996
LOC126271968	215	348	269	181	211	130	197	83	55	48	207	327	301	161	260	89	161	81	79	51	171.73	251	92	0.433	-1.206	-4.636	3.55260335762614e-06	0.00023217707780773	0.1176	0.0782	0.1085	0.1085	TRUE	0.4342
LOC126272251	285	802	315	112	167	139	240	67	35	59	274	754	353	99	206	95	196	65	50	63	215.59	337	94	0.427	-1.228	-3.627	0.000287200106187469	0.00627658600066341	0.3934	0.0725	0.3025	0.3025	TRUE	0.4222
LOC126272278	4	1	4	5	2	19	35	22	8	6	4	1	4	4	2	13	29	21	11	6	9.71	3	16	3.249	1.7	3.784	0.000154433975365072	0.00389190713932014	0.1865	0.5447	0.2694	0.2694	TRUE	0.1132
LOC126272290	137	34	113	69	79	416	193	351	411	464	132	32	127	61	98	285	158	342	591	492	231.64	90	374	3.643	1.865	4.928	8.30681691320992e-07	7.18119064667939e-05	0.2505	0.071	0.202	0.202	TRUE	0.0822
LOC126272301	1	2	4	0	4	3	134	0	57	312	1	2	4	0	5	2	110	0	82	331	53.64	2	105	4.01	2.004	3.542	0.000396480179794485	0.00796400408207775	2.6124	0.1398	1.6395	2.6124	TRUE	0.3343
LOC126272350	614	446	612	1237	384	8346	573	8478	2616	8295	591	419	685	1098	474	5714	469	8272	3759	8788	3026.99	653	5400	7.103	2.828	5.621	1.89308161881426e-08	3.64191575089914e-06	0.4859	0.0518	0.3519	0.3519	TRUE	0.1043
LOC126272370	1238	1084	810	544	739	2337	3680	2339	1080	2042	1191	1019	907	483	912	1600	3010	2282	1552	2163	1512.01	902	2121	2.057	1.041	4.739	2.14935834576401e-06	0.000152906696066618	0.0882	0.0534	0.0806	0.0806	TRUE	0.2714
LOC126272376	0	3	0	0	0	136	15	8	1	17	0	3	0	0	0	93	12	8	1	18	13.55	1	26	9.685	3.276	4.058	4.94850906779183e-05	0.0016689305026412	2.0276	0.4048	1.3289	1.3289	TRUE	1.762
LOC126272397	4	6	5	18	4	67	8	27	19	38	4	6	6	16	5	46	7	26	27	40	18.23	7	29	2.282	1.19	3.426	0.000612487356466003	0.0108883273667376	0.3283	0.3136	0.3248	0.3248	TRUE	0.3591
LOC126272427	1	9	5	1	1	12	26	17	15	32	1	8	6	1	1	8	21	17	22	34	11.87	3	20	3.612	1.853	3.781	0.000156264181420476	0.00392355230518803	0.3394	0.455	0.3745	0.3745	TRUE	0.4185
LOC126272465	45	11	70	10	51	227	716	502	287	162	43	10	78	9	63	155	586	490	412	172	201.88	41	363	7.511	2.909	5.494	3.93166830633653e-08	6.39317349955366e-06	0.5232	0.074	0.3835	0.3835	TRUE	0.0933
LOC126272485	49	39	24	79	43	0	3	5	0	3	47	37	27	70	53	0	2	5	0	3	24.44	47	2	0.057	-4.133	-7.526	5.2479726094314e-14	3.58410289361118e-11	0.1472	0.2467	0.1882	0.1882	TRUE	0.2898
LOC126272552	81	186	423	64	163	3	64	9	6	12	78	175	474	57	201	2	52	9	9	13	106.89	197	17	0.117	-3.096	-4.885	1.03679883666213e-06	8.53110560841448e-05	0.8253	0.0952	0.5967	0.5967	TRUE	0.7276
LOC126272571	22	50	9	14	9	93	47	94	46	97	21	47	10	12	11	64	38	92	66	103	46.45	20	73	2.621	1.39	3.971	7.16385326823683e-05	0.00220385296826232	0.244	0.1536	0.2208	0.2208	TRUE	0.691
LOC126272572	2712	43	1261	290	87	18743	11457	18554	14246	10314	2609	40	1412	258	107	12833	9372	18104	20470	10927	7613.22	885	14341	8.764	3.132	4.279	1.8749535456341e-05	0.000776060317570189	1.0583	0.0509	0.7219	1.0583	TRUE	1.1672
LOC126272573	869	2985	899	237	459	251	593	49	44	57	836	2806	1006	210	567	172	485	48	63	60	625.35	1085	166	0.389	-1.362	-3.289	0.00100644750090653	0.0153256035840383	0.8121	0.0579	0.5701	0.8121	TRUE	0.8124
LOC126272642	87	89	84	153	44	339	299	268	215	140	84	84	94	136	54	232	245	261	309	148	164.7	90	239	2.346	1.23	5.277	1.3122277843131e-07	1.60033208088684e-05	0.0736	0.0794	0.0766	0.0766	TRUE	0.3846
LOC126272684	1771	354	955	338	960	353	427	223	97	446	1704	333	1069	300	1185	242	349	218	139	473	601.15	918	284	0.47	-1.088	-3.557	0.000375267969703692	0.00765159623544431	0.3555	0.0582	0.2694	0.2694	TRUE	0.0953
LOC126272787	1983	552	955	4636	1333	7513	1781	9094	6249	6703	1908	519	1069	4117	1646	5144	1457	8873	8979	7101	4081.29	1852	6311	2.036	1.026	3.381	0.000721441668803653	0.0121806820200113	0.4505	0.0514	0.3284	0.3284	TRUE	0.5859
LOC126272813	12	16	5	12	18	3	4	2	2	2	12	15	6	11	22	2	3	2	3	2	7.73	13	2	0.273	-1.874	-3.949	7.85346341529285e-05	0.00237512123258944	0	0.6713	0.2112	0.2112	TRUE	0.1346
LOC126272820	6	6	1	14	1	61	15	18	20	34	6	6	1	12	1	42	12	18	29	36	16.26	5	27	3.375	1.755	3.855	0.000115857661601721	0.00315057994280094	0.3212	0.3457	0.3285	0.3285	TRUE	0.2894
LOC126272823	3	15	33	22	5	104	17	706	74	61	3	14	37	20	6	71	14	689	106	65	102.46	16	189	4.202	2.071	3.579	0.000344666571180002	0.00718748197824068	1.1594	0.0971	0.8322	1.1594	TRUE	3.4927
LOC126272831	27	15	35	39	15	132	96	42	107	43	26	14	39	35	19	90	79	41	154	46	54.16	27	82	2.253	1.172	3.839	0.000123458839359389	0.00329988436127845	0.2018	0.1389	0.1887	0.1887	TRUE	0.2852
LOC126272860	6300	8571	6923	8938	6348	2541	3970	1280	3273	2178	6062	8056	7750	7937	7837	1740	3248	1249	4703	2307	5088.76	7528	2649	0.407	-1.297	-4.865	1.14279601135451e-06	9.00851088004423e-05	0.1389	0.0512	0.115	0.115	TRUE	1.5316
LOC126272884	640	386	486	446	483	243	195	148	92	156	616	363	544	396	596	166	160	144	132	165	328.27	503	153	0.314	-1.67	-9.166	4.89420755576741e-20	6.07727100038428e-17	0.032	0.0649	0.0374	0.0374	TRUE	0.068
LOC126272891	340	411	431	533	185	2067	636	632	1342	862	327	386	482	473	228	1415	520	617	1928	913	729.13	379	1079	2.275	1.186	4.192	2.76427022633411e-05	0.00106095251544041	0.1859	0.0568	0.1532	0.1532	TRUE	0.1553
LOC126272892	19	30	29	45	18	1034	178	591	662	512	18	28	32	40	22	708	146	577	951	542	306.5	28	585	18.288	4.193	10.438	1.67148237878012e-25	4.56615556235154e-22	0.2384	0.0659	0.1915	0.1915	TRUE	0.1021
LOC126272901	21	31	23	10	17	183	85	99	62	52	20	29	26	9	21	125	70	97	89	55	54.06	21	87	3.908	1.966	6.055	1.40730193418392e-09	3.55969205907745e-07	0.0998	0.1391	0.1093	0.1093	TRUE	0.1872
LOC126272958	202	37	194	78	61	1269	779	470	494	641	194	35	217	69	75	869	637	459	710	679	394.45	118	671	5.202	2.379	5.88	4.11415974390398e-09	8.91989014952134e-07	0.2731	0.0624	0.2131	0.2131	TRUE	0.6565
LOC126273010	368	900	514	141	280	246	237	128	120	131	354	846	575	125	346	168	194	125	172	139	304.47	449	160	0.485	-1.045	-3.753	0.000174510996358175	0.00426007518311141	0.2278	0.066	0.1856	0.1856	TRUE	0.1538
LOC126273017	30	240	45	4	28	1	6	0	2	0	29	226	50	4	35	1	5	0	3	0	35.14	69	2	0.053	-4.248	-5.129	2.91956073518351e-07	3.21599032918319e-05	1.5218	0.1869	1.0102	1.0102	TRUE	1.1737
LOC126273020	59	120	74	53	80	254	208	289	91	252	57	113	83	47	99	174	170	282	131	267	142.2	80	205	2.18	1.124	4.511	6.44246376555255e-06	0.000357196967396033	0.1062	0.084	0.1013	0.1013	TRUE	0.0856
LOC126273129	10	6	15	23	11	126	57	235	38	38	10	6	17	20	14	86	47	229	55	40	52.31	13	91	5.944	2.571	5.157	2.51246204260376e-07	2.83617512726651e-05	0.3651	0.1421	0.3081	0.3081	TRUE	1.2287
LOC126273165	18	28	15	15	19	8	7	6	1	3	17	26	17	13	23	5	6	6	1	3	11.89	19	4	0.283	-1.822	-4.524	6.06322457445106e-06	0.000342221423398459	0	0.4542	0.1245	0.1245	TRUE	0.1018
