Id	SCANC_S_Iso_SRR17648044	SCANC_S_Iso_SRR17648046	SCANC_S_Iso_SRR17648050	SCANC_S_Iso_SRR17648052	SCANC_S_Iso_SRR17648054	SCANC_G_Crd_SRR17648042	SCANC_G_Crd_SRR17648048	SCANC_G_Crd_SRR17648056	SCANC_G_Crd_SRR17648058	SCANC_G_Crd_SRR17648060	norm.SCANC_S_Iso_SRR17648044	norm.SCANC_S_Iso_SRR17648046	norm.SCANC_S_Iso_SRR17648050	norm.SCANC_S_Iso_SRR17648052	norm.SCANC_S_Iso_SRR17648054	norm.SCANC_G_Crd_SRR17648042	norm.SCANC_G_Crd_SRR17648048	norm.SCANC_G_Crd_SRR17648056	norm.SCANC_G_Crd_SRR17648058	norm.SCANC_G_Crd_SRR17648060	baseMean	Isolated	Crowded	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
LOC126266677	1298	2713	1329	954	1655	556	981	525	358	529	1167	2130	1526	763	1757	476	950	617	437	615	1043.91	1469	619	0.489	-1.032	-4.055	5.01080455779775e-05	0.00251110371941777	0.1164	0.0816	0.1122	0.1122	TRUE	0.1322
LOC126266685	22	25	15	58	23	7	13	8	4	6	20	20	17	46	24	6	13	9	5	7	16.73	25	8	0.458	-1.126	-3.524	0.000424420369870782	0.0110464226247219	0.1138	0.7808	0.1873	0.1873	TRUE	1.494
LOC126266700	352	447	499	417	349	1133	978	766	558	548	316	351	573	333	371	971	947	900	681	637	608.12	389	827	2.027	1.019	5.141	2.72891061099145e-07	4.89389558358651e-05	0.047	0.0898	0.0523	0.0523	TRUE	0.3828
LOC126266726	22	66	15	26	21	131	123	179	305	214	20	52	17	21	22	112	119	210	372	249	119.48	26	212	7.198	2.848	6.846	7.58058268713301e-12	6.09356409779801e-09	0.2187	0.1697	0.2104	0.2104	TRUE	0.2175
LOC126266734	3	0	0	2	0	23	8	68	0	12	3	0	0	2	0	20	8	80	0	14	12.56	1	24	3.64	1.864	3.342	0.000832868229685704	0.0173243864256432	2.2906	1.0163	1.9082	1.9082	TRUE	0.8227
LOC126266871	4	23	13	28	30	63	221	79	118	34	4	18	15	22	32	54	214	93	144	40	63.53	18	109	4.502	2.171	4.424	9.68786165282781e-06	0.000744913522288291	0.4072	0.2573	0.3796	0.3796	TRUE	0.1302
LOC126266914	697	2260	617	303	608	207	471	210	149	206	627	1775	709	242	646	177	456	247	182	240	529.94	800	260	0.482	-1.052	-3.457	0.000546821744372239	0.0130461584969377	0.3039	0.0926	0.2607	0.2607	TRUE	0.5927
LOC126266940	15	28	9	95	15	121	812	219	225	180	13	22	10	76	16	104	787	257	275	209	176.93	27	326	9.769	3.288	5.569	2.56469336167399e-08	6.6366372835933e-06	0.5644	0.1374	0.4721	0.4721	TRUE	1.0168
LOC126266969	250	909	25	585	172	24	27	61	33	50	225	714	29	468	183	21	26	72	40	58	183.43	324	43	0.185	-2.438	-4.422	9.78373504925429e-06	0.000748011016038442	0.6037	0.135	0.5038	0.5038	TRUE	0.1103
LOC126267082	63	169	2	49	29	2	1	3	0	2	57	133	2	39	31	2	1	4	0	2	27.01	52	2	0.048	-4.391	-5.08	3.77608838057379e-07	6.19646893280499e-05	0.8951	0.5102	0.8155	0.8155	TRUE	0.2276
LOC126267091	2	6	2	4	2	19	15	5	17	17	2	5	2	3	2	16	15	6	21	20	9.13	3	16	3.713	1.892	4.056	4.99595324986054e-05	0.00251110371941777	0	1.3717	0.2318	0.2318	TRUE	0.3183
LOC126267101	96	111	6	88	82	5	5	20	7	6	86	87	7	70	87	4	5	24	9	7	38.59	67	10	0.211	-2.242	-4.137	3.51867750626902e-05	0.00190149897688177	0.5227	0.3782	0.4973	0.4973	TRUE	1.8619
LOC126267207	1	0	3	8	5	38	25	29	48	159	1	0	3	6	5	33	24	34	59	185	35.04	3	67	15.941	3.995	5.296	1.18138526556577e-07	2.56398711829887e-05	0.7504	0.4095	0.6714	0.6714	TRUE	1.4774
LOC126267259	352	7276	682	133	498	43	333	16	82	40	316	5714	783	106	529	37	323	19	100	47	797.32	1490	105	0.231	-2.115	-3.539	0.00040234699176033	0.0105948749924207	1.3993	0.0851	1.064	1.3993	TRUE	4.3107
LOC126267269	33	52	38	31	25	106	50	126	131	74	30	41	44	25	27	91	48	148	160	86	69.88	33	107	2.801	1.486	4.601	4.20766903168701e-06	0.00040121270427154	0.1273	0.2403	0.1424	0.1424	TRUE	0.0786
LOC126267274	53	11	32	114	13	206	117	76	168	195	48	9	37	91	14	177	113	89	205	227	100.89	40	162	2.544	1.347	3.578	0.000345974810169904	0.00950089192989026	0.4159	0.188	0.3719	0.3719	TRUE	0.5295
LOC126267355	484	171	1126	951	2237	3324	1921	6272	3279	2903	435	134	1293	760	2375	2848	1861	7373	4002	3376	2445.68	999	3892	2.02	1.015	3.216	0.00129850043257446	0.023020582108988	0.5327	0.0751	0.4461	0.4461	TRUE	0.9308
LOC126267438	36	13	29	49	20	101	73	62	35	82	32	10	33	39	21	87	71	73	43	95	50.45	27	74	2.129	1.09	3.755	0.000173600662103394	0.00586927263633986	0.1261	0.3058	0.1518	0.1518	TRUE	0.5065
LOC126267473	397	258	383	166	205	91	152	77	50	65	357	203	440	133	218	78	147	91	61	76	180.2	270	91	0.395	-1.34	-4.257	2.06842925474368e-05	0.0012946564258551	0.1603	0.1362	0.1565	0.1565	TRUE	0.1129
LOC126267497	76	303	75	26	64	22	34	22	15	9	68	238	86	21	68	19	33	26	18	10	58.75	96	21	0.349	-1.519	-3.705	0.00021144231465579	0.00669451243766661	0.406	0.2725	0.3841	0.3841	TRUE	0.6354
LOC126267543	445	434	532	438	518	1159	1292	777	919	1038	400	341	611	350	550	993	1252	913	1122	1207	773.84	450	1097	2.351	1.233	6.379	1.78738284891458e-10	8.53856565783797e-08	0.0436	0.0856	0.0474	0.0474	TRUE	0.425
LOC126267547	36	2140	188	1	5	3	7	3	2	5	32	1681	216	1	5	3	7	4	2	6	195.6	387	4	0.03	-5.061	-4.523	6.08923665872188e-06	0.000527604760438279	2.3644	0.131	1.8103	2.3644	TRUE	3.5489
LOC126267550	1353	312	1140	4117	629	6967	1605	7113	4857	8097	1216	245	1309	3291	668	5969	1555	8361	5928	9415	3795.78	1346	6246	2.888	1.53	3.69	0.000224132259936146	0.00691725616903848	0.4948	0.0733	0.432	0.432	TRUE	0.7319
LOC126267553	952	20136	2020	788	1405	389	498	109	344	720	856	15812	2320	630	1492	333	482	128	420	837	2331.05	4222	440	0.167	-2.58	-4.132	3.59741141452481e-05	0.00193627071975383	0.9764	0.0753	0.7472	0.7472	TRUE	5.3506
LOC126267565	16	26	0	35	39	0	1	1	3	2	14	20	0	28	41	0	1	1	4	2	11.23	21	2	0.281	-1.832	-3.414	0.000641085137188397	0.0146686694445233	1.0555	1.1285	1.0716	1.0716	TRUE	0.0797
LOC126267627	164	178	85	141	101	39	78	44	27	30	147	140	98	113	107	33	76	52	33	35	83.33	121	46	0.412	-1.279	-4.87	1.1183161081723e-06	0.00014331487191968	0.0644	0.2129	0.0841	0.0841	TRUE	0.6598
LOC126267655	577	1903	22	627	645	1	7	0	21	17	519	1494	25	501	685	1	7	0	26	20	327.74	645	11	0.029	-5.121	-5.149	2.61801161909924e-07	4.82574854063005e-05	1.5431	0.1065	1.0932	1.5431	TRUE	0.164
LOC126267671	156	255	75	170	172	57	63	60	41	55	140	200	86	136	183	49	61	71	50	64	103.95	149	59	0.422	-1.246	-5.123	3.01248139545833e-07	5.06699370716092e-05	0.0555	0.1846	0.0705	0.0705	TRUE	0.1403
LOC126267732	609	427	464	976	540	1296	1962	1391	1027	1554	547	335	533	780	573	1110	1901	1635	1253	1807	1047.57	554	1541	2.63	1.395	6.057	1.38497536690376e-09	4.93490252522007e-07	0.0643	0.0816	0.0702	0.0702	TRUE	0.1726
LOC126267978	5	20	17	13	13	48	44	48	46	14	4	16	20	10	14	41	43	56	56	16	27.65	13	42	2.434	1.283	3.737	0.000186516255776126	0.00612137253103307	0.1639	0.5001	0.212	0.212	TRUE	0.3517
LOC126268224	13	56	26	10	42	122	243	199	209	135	12	44	30	8	45	105	235	234	255	157	112.4	28	197	6.192	2.63	5.93	3.02574920240246e-09	9.69392411131608e-07	0.2747	0.176	0.2556	0.2556	TRUE	0.2769
LOC126269449	6	3	3	35	0	146	34	135	109	277	5	2	3	28	0	125	33	159	133	322	81.1	8	154	14.145	3.822	4.96	7.06666969237772e-07	9.90511535214943e-05	1.0598	0.2168	0.8328	0.8328	TRUE	0.8526
LOC126271859	0	1	165	22	238	0	2	0	0	0	0	1	189	18	253	0	2	0	0	0	46.25	92	0	0.292	-1.774	-3.395	0.000686723884875293	0.0152736472642677	5.2023	0.3272	3.0919	5.2023	TRUE	0.1998
LOC126271867	11	33	4	30	7	49	183	292	70	99	10	26	5	24	7	42	177	343	85	115	83.49	14	152	8.651	3.113	5.441	5.30956062225878e-08	1.27581156666275e-05	0.4842	0.2126	0.4313	0.4313	TRUE	0.243
LOC126271968	365	540	384	188	267	116	161	46	98	39	328	424	441	150	283	99	156	54	120	45	210.13	325	95	0.346	-1.533	-4.452	8.50854310069666e-06	0.000677461277887422	0.1962	0.1268	0.184	0.184	TRUE	0.2358
LOC126272147	110	65	86	177	133	386	173	197	161	350	99	51	99	141	141	331	168	232	196	407	186.47	106	267	2.072	1.051	3.874	0.00010699744114871	0.00427227765013958	0.135	0.134	0.1348	0.1348	TRUE	0.1467
LOC126272242	281	2308	10	18	11	7	37	10	7	13	253	1812	11	14	12	6	36	12	9	15	217.98	420	16	0.152	-2.714	-3.663	0.000249244089944428	0.00751979478540856	1.9972	0.1247	1.5515	1.9972	TRUE	3.4057
LOC126272272	2	1	4	0	2	126	1	960	0	2	2	1	5	0	2	108	1	1129	0	2	124.91	2	248	7.918	2.985	3.691	0.000222950491737953	0.00690663716176909	4.1577	0.1654	2.9134	4.1577	TRUE	6.4798
LOC126272290	95	58	96	92	63	295	108	286	328	449	85	46	110	74	67	253	105	336	400	522	199.76	76	323	3.661	1.872	5.172	2.3146490855376e-07	4.44941687071342e-05	0.1991	0.1297	0.1872	0.1872	TRUE	0.0965
LOC126272301	0	4	0	0	2	3	118	2	61	280	0	3	0	0	2	3	114	2	74	326	52.45	1	104	40.623	5.344	4.789	1.67645886079776e-06	0.000197880968692058	2.5733	0.2968	1.8421	1.8421	TRUE	0.3149
LOC126272350	2567	474	1454	6265	1571	12641	3297	6098	8361	13192	2307	372	1670	5008	1668	10831	3194	7168	10204	15340	5776.23	2205	9347	2.768	1.469	3.708	0.00020893282433065	0.00666208550756689	0.4196	0.0723	0.379	0.379	TRUE	0.3212
LOC126272376	0	1	1	2	0	84	5	65	9	20	0	1	1	2	0	72	5	76	11	23	19.1	1	37	31.097	4.959	5.138	2.77336303144654e-07	4.89389558358651e-05	0.8559	0.6926	0.8227	0.8227	TRUE	0.0444
LOC126272465	53	8	105	17	233	258	1260	318	445	513	48	6	121	14	247	221	1221	374	543	597	339.05	87	591	3.1	1.632	3.514	0.000441038213790303	0.0114127119322352	0.9385	0.1053	0.7373	0.7373	TRUE	0.9144
LOC126272485	74	20	23	63	38	1	17	3	0	2	67	16	26	50	40	1	16	4	0	2	22.25	40	5	0.256	-1.965	-3.651	0.000261094183631197	0.00773850954832904	0.7696	0.6044	0.7321	0.7321	TRUE	0.8449
LOC126272571	19	32	5	14	18	40	45	50	25	68	17	25	6	11	19	34	44	59	31	79	32.45	16	49	2.314	1.211	3.722	0.000197524499804311	0.0063585877257579	0.1522	0.4365	0.1925	0.1925	TRUE	0.1881
LOC126272572	2430	147	1146	145	72	5730	2178	9619	4860	2397	2184	115	1316	116	76	4909	2110	11307	5931	2787	3085.34	761	5409	2.105	1.074	3.084	0.00203943449033648	0.0311199591456236	1.0092	0.0741	0.8367	1.0092	TRUE	0.7652
LOC126272576	425	501	414	697	593	950	921	1046	711	1184	382	393	475	557	630	814	892	1230	868	1377	761.79	487	1036	2.014	1.01	5.047	4.49010550870648e-07	7.10810114413581e-05	0.0512	0.0858	0.0543	0.0543	TRUE	0.152
LOC126272598	9088	7805	5361	5610	11245	2436	3108	270	2206	2332	8169	6129	6157	4484	11939	2087	3011	317	2692	2712	4769.75	7376	2164	0.418	-1.257	-3.66	0.000252678445025004	0.00758194028061634	0.3399	0.0727	0.2804	0.2804	TRUE	0.5379
LOC126272642	167	107	126	251	110	428	397	222	292	182	150	84	145	201	117	367	385	261	356	212	227.65	139	316	2.052	1.037	4.384	1.16469428364855e-05	0.000851745993520377	0.0761	0.1224	0.0824	0.0824	TRUE	0.277
LOC126272787	2748	3733	830	3968	1379	7991	1923	5774	6609	8303	2470	2931	953	3172	1464	6847	1863	6787	8066	9655	4420.84	2198	6644	2.241	1.164	3.684	0.000229951920255984	0.00703234781582845	0.2657	0.0729	0.225	0.225	TRUE	0.3777
LOC126272788	1533	352	1126	1296	1302	4006	1879	3390	3082	2304	1378	276	1293	1036	1382	3432	1820	3985	3761	2679	2104.39	1073	3135	2.352	1.234	3.936	8.29257992043796e-05	0.00357644087850683	0.2121	0.0759	0.185	0.185	TRUE	0.5706
LOC126272820	0	2	1	4	0	19	7	39	18	21	0	2	1	3	0	16	7	46	22	24	12.12	1	23	13.169	3.719	4.82	1.43448551832661e-06	0.00017708657921654	0.3903	1.0509	0.5198	0.5198	TRUE	0.2855
LOC126272823	3	5	28	17	8	58	11	82	61	71	3	4	32	14	8	50	11	96	74	83	37.46	12	63	2.364	1.241	3.31	0.000933956091373801	0.0184813428904792	0.6133	0.3875	0.5734	0.5734	TRUE	0.6464
LOC126272831	35	9	46	53	11	169	110	131	163	93	31	7	53	42	12	145	107	154	199	108	85.78	29	143	3.977	1.992	4.689	2.74381062165725e-06	0.000293021553373175	0.2822	0.2088	0.2683	0.2683	TRUE	0.5332
LOC126272891	21	5	3	3	2	461	65	970	1073	187	19	4	3	2	2	395	63	1140	1310	217	315.59	6	625	74.238	6.214	8.24	1.72143925336178e-16	2.57374295480401e-13	0.9164	0.1079	0.7082	0.7082	TRUE	0.1451
LOC126272892	6	7	1	6	1	282	52	529	626	242	5	5	1	5	1	242	50	622	764	281	197.71	3	392	83.431	6.383	9.496	2.18233481892249e-21	5.46754328228306e-18	0.5941	0.1303	0.4762	0.4762	TRUE	0.0476
LOC126272895	25	18	53	302	16	382	136	3804	356	573	22	14	61	241	17	327	132	4472	434	666	638.74	71	1206	6.542	2.71	3.789	0.000151437543684258	0.00534840836696949	1.3874	0.0888	1.0582	1.3874	TRUE	4.2698
LOC126272901	2	25	4	5	3	47	12	77	24	18	2	20	5	4	3	40	12	91	29	21	22.58	7	39	2.444	1.289	3.313	0.000921474984709661	0.0183652264351134	0.6108	0.5966	0.6087	0.6087	TRUE	0.836
LOC126272947	387	546	314	319	660	148	73	32	74	73	348	429	361	255	701	127	71	38	90	85	250.33	419	82	0.218	-2.201	-6.612	3.80012935296498e-11	2.43497812254747e-08	0.1504	0.1177	0.1437	0.1437	TRUE	0.3833
LOC126272949	265	11876	283	525	1363	60	62	210	119	86	238	9326	325	420	1447	51	60	247	145	100	1235.95	2351	121	0.091	-3.464	-4.258	2.05963874127172e-05	0.0012946564258551	1.2112	0.0798	0.9225	1.2112	TRUE	3.6859
LOC126272958	2	7	9	2	3	172	43	534	147	51	2	5	10	2	3	147	42	628	179	59	107.79	4	211	37.269	5.22	7.122	1.06662355709828e-12	1.10403742956265e-09	0.7596	0.1805	0.6292	0.6292	TRUE	0.766
LOC126273001	48	135	63	62	68	28	31	25	17	25	43	106	72	50	72	24	30	29	21	29	47.65	69	27	0.441	-1.181	-4.295	1.7444219895779e-05	0.00115063442606668	0.0677	0.3197	0.0945	0.0945	TRUE	0.2431
LOC126273031	76	800	7	16	1	1	10	0	0	3	68	628	8	13	1	1	10	0	0	3	73.25	144	3	0.078	-3.684	-3.937	8.2347668961345e-05	0.00356292679596096	3.1489	0.2325	2.2943	2.2943	TRUE	5.6713
LOC126273032	29	344	3	38	4	4	6	4	3	4	26	270	3	30	4	3	6	5	4	5	35.65	67	5	0.159	-2.654	-3.809	0.000139276058877209	0.00510653582629897	1.2943	0.4036	1.1388	1.1388	TRUE	4.8736
LOC126273038	69	29	54	175	26	425	144	100	304	382	62	23	62	140	28	364	139	118	371	444	175.07	63	287	3.299	1.722	4.037	5.41085025283727e-05	0.00265724091248826	0.3994	0.1381	0.3442	0.3442	TRUE	0.2195
LOC126273116	15	7	19	42	15	44	71	123	27	59	13	5	22	34	16	38	69	145	33	69	44.29	18	71	2.494	1.318	3.586	0.000336082105030247	0.00934363802745248	0.325	0.3386	0.3271	0.3271	TRUE	0.4682
LOC126273126	3785	12724	2664	1609	3061	838	2000	1110	893	574	3402	9992	3059	1286	3250	718	1937	1305	1090	667	2670.72	4198	1143	0.375	-1.415	-3.833	0.000126535121031693	0.00475602399050966	0.3476	0.0747	0.2872	0.2872	TRUE	0.8865
LOC126273129	14	8	4	9	3	54	8	64	18	30	13	6	5	7	3	46	8	75	22	35	21.99	7	37	3.426	1.777	3.836	0.00012497472758286	0.00472376386054764	0.3719	0.6107	0.4054	0.4054	TRUE	0.1273
LOC126273152	1652	3428	1112	1702	1342	848	1118	459	512	511	1485	2692	1277	1361	1425	727	1083	540	625	594	1180.75	1648	714	0.478	-1.066	-4.438	9.06399699105266e-06	0.000709099671579097	0.0891	0.0803	0.0878	0.0878	TRUE	1.5507
LOC126273222	805	5212	2742	424	792	274	351	271	103	372	724	4093	3149	339	841	235	340	319	126	433	1059.69	1829	291	0.216	-2.214	-4.379	1.19031192438836e-05	0.000865774986733502	0.5491	0.0814	0.4395	0.4395	TRUE	0.0918
LOC126273451	407	409	345	457	423	175	202	158	155	102	366	321	396	365	449	150	196	186	189	119	273.68	379	168	0.454	-1.138	-6.798	1.06418266884956e-11	7.95535666224429e-09	0.0214	0.1136	0.0315	0.0315	TRUE	0.28
LOC126277894	960	804	401	1551	492	1987	1122	1428	3480	1543	863	631	461	1240	522	1702	1087	1679	4247	1794	1422.63	743	2102	2.225	1.154	3.808	0.000139879495850683	0.0051147241743663	0.2113	0.0786	0.1852	0.1852	TRUE	1.2835
LOC126277974	3	1	3	26	1	47	2	51	61	73	3	1	3	21	1	40	2	60	74	85	29.03	6	52	2.553	1.352	3.229	0.00124214410962327	0.0222857215187875	1.2026	0.4797	1.0645	1.0645	TRUE	1.0069
LOC126278137	722	100	2216	371	1396	12136	8141	7571	9789	4999	649	79	2545	297	1482	10398	7886	8900	11947	5813	4999.49	1010	8989	6.807	2.767	4.773	1.81948034951897e-06	0.00020697127600171	0.6725	0.0726	0.524	0.524	TRUE	1.261
LOC126278159	40	26	47	74	41	5	15	5	11	3	36	20	54	59	44	4	15	6	13	3	25.46	43	8	0.244	-2.036	-4.654	3.25833419678622e-06	0.000332152613272389	0.1768	0.537	0.2328	0.2328	TRUE	0.2114
LOC126278310	444	89	235	991	217	1705	535	2259	1277	2033	399	70	270	792	230	1461	518	2656	1558	2364	1031.85	352	1711	3.462	1.792	4.052	5.08737540465982e-05	0.00253539716463343	0.4672	0.0817	0.3787	0.3787	TRUE	0.355
LOC126278493	49	85	40	31	73	9	30	15	12	8	44	67	46	25	78	8	29	18	15	9	33.74	52	16	0.418	-1.257	-3.71	0.000207041716940415	0.00661746637327844	0.1824	0.4225	0.2157	0.2157	TRUE	0.2223
LOC126278555	5	11	2	5	7	10	19	19	23	13	4	9	2	4	7	9	18	22	28	15	11.94	5	18	2.021	1.015	3.307	0.000942654313815515	0.0185987631183307	0.1066	1.0661	0.2242	0.2242	TRUE	0.1075
LOC126278623	1	1	0	0	2	23	9	12	9	3	1	1	0	0	2	20	9	14	11	3	6.08	1	11	7.723	2.949	3.998	6.3862241568524e-05	0.00302581099488049	0	2.0249	0.5026	0.5026	TRUE	0.1843
LOC126278643	2	1	3	1	1	6	5	19	4	71	2	1	3	1	1	5	5	22	5	83	12.77	2	24	6.315	2.659	3.796	0.000146931712334368	0.00525827957758313	0.9784	1.0014	0.9816	0.9816	TRUE	1.2594
LOC126278665	37	6	125	14	0	0	0	1	3	3	33	5	144	11	0	0	0	1	4	3	20.1	39	2	0.353	-1.501	-3.199	0.00138087290048138	0.0240375494810835	2.6523	0.6615	2.1067	2.1067	TRUE	1.1184
LOC126278673	14	140	31	69	91	7	15	16	2	2	13	110	36	55	97	6	15	19	2	2	35.4	62	9	0.236	-2.086	-3.924	8.70662284810997e-05	0.00368416091333861	0.5795	0.406	0.5481	0.5481	TRUE	0.0901
LOC126278680	60	93	77	82	17	152	135	145	136	131	54	73	88	66	18	130	131	170	166	152	104.88	60	150	2.043	1.031	3.821	0.000132791968561293	0.00490892507956253	0.1229	0.1836	0.1329	0.1329	TRUE	1.154
